s(m), v_par(m/s), v_perp(m/s)
0, 1.81163e+07, 4.85425e+06
181161, 1.81157e+07, 4.85729e+06
362307, 1.81136e+07, 4.86546e+06
543426, 1.811e+07, 4.87931e+06
724501, 1.81049e+07, 4.89857e+06
905518, 1.80984e+07, 4.92304e+06
1.08646e+06, 1.80903e+07, 4.95309e+06
1.26732e+06, 1.80808e+07, 4.98794e+06
1.44807e+06, 1.80698e+07, 5.02828e+06
1.62871e+06, 1.80574e+07, 5.07326e+06
1.80921e+06, 1.80434e+07, 5.12313e+06
1.98957e+06, 1.8028e+07, 5.17765e+06
2.16977e+06, 1.80111e+07, 5.23644e+06
2.34979e+06, 1.79927e+07, 5.29986e+06
2.52961e+06, 1.79728e+07, 5.36702e+06
2.70924e+06, 1.79515e+07, 5.43854e+06
2.88864e+06, 1.79287e+07, 5.51354e+06
3.0678e+06, 1.79044e+07, 5.59229e+06
3.24672e+06, 1.78787e+07, 5.67443e+06
3.42537e+06, 1.78515e+07, 5.75973e+06
3.60374e+06, 1.78228e+07, 5.8483e+06
3.78182e+06, 1.77927e+07, 5.93949e+06
3.95959e+06, 1.77611e+07, 6.03381e+06
4.13704e+06, 1.77281e+07, 6.13037e+06
4.31415e+06, 1.76936e+07, 6.22971e+06
4.4909e+06, 1.76577e+07, 6.33109e+06
4.66729e+06, 1.76203e+07, 6.43481e+06
4.8433e+06, 1.75814e+07, 6.54043e+06
5.01892e+06, 1.75412e+07, 6.648e+06
5.19412e+06, 1.74995e+07, 6.75732e+06
5.3689e+06, 1.74563e+07, 6.86826e+06
5.54324e+06, 1.74118e+07, 6.98081e+06
5.71713e+06, 1.73658e+07, 7.09468e+06
5.89055e+06, 1.73184e+07, 7.21e+06
6.06349e+06, 1.72695e+07, 7.3264e+06
6.23594e+06, 1.72193e+07, 7.44408e+06
6.40787e+06, 1.71676e+07, 7.56265e+06
6.57928e+06, 1.71146e+07, 7.68231e+06
6.75016e+06, 1.70601e+07, 7.80272e+06
6.92048e+06, 1.70042e+07, 7.92403e+06
7.09023e+06, 1.6947e+07, 8.04596e+06
7.25941e+06, 1.68883e+07, 8.1686e+06
7.428e+06, 1.68283e+07, 8.2918e+06
7.59597e+06, 1.67669e+07, 8.41549e+06
7.76333e+06, 1.67041e+07, 8.53969e+06
7.93005e+06, 1.664e+07, 8.66417e+06
8.09612e+06, 1.65744e+07, 8.78915e+06
8.26153e+06, 1.65076e+07, 8.91418e+06
8.42627e+06, 1.64393e+07, 9.03972e+06
8.59031e+06, 1.63698e+07, 9.16523e+06
8.75366e+06, 1.62989e+07, 9.291e+06
8.91628e+06, 1.62266e+07, 9.4168e+06
9.07818e+06, 1.6153e+07, 9.54259e+06
9.23934e+06, 1.60781e+07, 9.66852e+06
9.39974e+06, 1.60019e+07, 9.79422e+06
9.55937e+06, 1.59244e+07, 9.92003e+06
9.71822e+06, 1.58456e+07, 1.00456e+07
9.87628e+06, 1.57654e+07, 1.0171e+07
1.00335e+07, 1.5684e+07, 1.02964e+07
1.019e+07, 1.56013e+07, 1.04214e+07
1.03455e+07, 1.55173e+07, 1.05462e+07
1.05003e+07, 1.5432e+07, 1.06708e+07
1.06542e+07, 1.53455e+07, 1.07949e+07
1.08072e+07, 1.52577e+07, 1.09188e+07
1.09593e+07, 1.51687e+07, 1.10423e+07
1.11106e+07, 1.50784e+07, 1.11654e+07
1.12609e+07, 1.49869e+07, 1.1288e+07
1.14103e+07, 1.48942e+07, 1.14103e+07
1.15588e+07, 1.48002e+07, 1.1532e+07
1.17063e+07, 1.47051e+07, 1.16532e+07
1.18529e+07, 1.46087e+07, 1.1774e+07
1.19985e+07, 1.45111e+07, 1.18942e+07
1.21431e+07, 1.44124e+07, 1.20137e+07
1.22867e+07, 1.43124e+07, 1.21327e+07
1.24293e+07, 1.42113e+07, 1.22512e+07
1.25709e+07, 1.4109e+07, 1.23689e+07
1.27115e+07, 1.40056e+07, 1.2486e+07
1.2851e+07, 1.3901e+07, 1.26024e+07
1.29895e+07, 1.37953e+07, 1.27182e+07
1.31269e+07, 1.36884e+07, 1.28333e+07
1.32633e+07, 1.35805e+07, 1.29476e+07
1.33985e+07, 1.34714e+07, 1.30611e+07
