s(m), v_par(m/s), v_perp(m/s)
0, 1.32621e+07, 1.32621e+07
132607, 1.32587e+07, 1.32665e+07
265140, 1.32472e+07, 1.32789e+07
397517, 1.32276e+07, 1.32992e+07
529658, 1.31999e+07, 1.33273e+07
661482, 1.31642e+07, 1.33631e+07
792909, 1.31204e+07, 1.34064e+07
923857, 1.30686e+07, 1.34575e+07
1.05425e+06, 1.30088e+07, 1.35162e+07
1.184e+06, 1.29411e+07, 1.35819e+07
1.31304e+06, 1.28654e+07, 1.36543e+07
1.44128e+06, 1.27818e+07, 1.37332e+07
1.56864e+06, 1.26905e+07, 1.38182e+07
1.69505e+06, 1.25914e+07, 1.3909e+07
1.82044e+06, 1.24846e+07, 1.40054e+07
1.94471e+06, 1.23701e+07, 1.41069e+07
2.06781e+06, 1.22481e+07, 1.42135e+07
2.18964e+06, 1.21186e+07, 1.43247e+07
2.31015e+06, 1.19816e+07, 1.44401e+07
2.42924e+06, 1.18374e+07, 1.45591e+07
2.54686e+06, 1.16859e+07, 1.46815e+07
2.66293e+06, 1.15272e+07, 1.48069e+07
2.77738e+06, 1.13615e+07, 1.49349e+07
2.89013e+06, 1.11888e+07, 1.50651e+07
3.00113e+06, 1.10093e+07, 1.51971e+07
3.11029e+06, 1.08231e+07, 1.53306e+07
3.21756e+06, 1.06302e+07, 1.54652e+07
3.32287e+06, 1.04308e+07, 1.56007e+07
3.42615e+06, 1.0225e+07, 1.57369e+07
3.52734e+06, 1.0013e+07, 1.58732e+07
3.62638e+06, 9.79485e+06, 1.60091e+07
3.72321e+06, 9.57069e+06, 1.61444e+07
3.81777e+06, 9.34067e+06, 1.62788e+07
3.91e+06, 9.10492e+06, 1.64117e+07
3.99985e+06, 8.8636e+06, 1.65437e+07
4.08725e+06, 8.61685e+06, 1.6674e+07
4.17216e+06, 8.36482e+06, 1.68021e+07
4.25453e+06, 8.10766e+06, 1.69275e+07
4.3343e+06, 7.84553e+06, 1.7051e+07
4.41142e+06, 7.5786e+06, 1.71717e+07
4.48585e+06, 7.30701e+06, 1.72888e+07
4.55754e+06, 7.03095e+06, 1.74033e+07
4.62645e+06, 6.75058e+06, 1.75141e+07
4.69254e+06, 6.46606e+06, 1.7621e+07
4.75575e+06, 6.17758e+06, 1.77246e+07
4.81607e+06, 5.88531e+06, 1.78234e+07
4.87345e+06, 5.58942e+06, 1.7919e+07
4.92784e+06, 5.2901e+06, 1.80093e+07
4.97923e+06, 4.98754e+06, 1.80959e+07
5.02758e+06, 4.68191e+06, 1.81772e+07
5.07286e+06, 4.3734e+06, 1.8254e+07
5.11504e+06, 4.0622e+06, 1.8326e+07
5.15409e+06, 3.7485e+06, 1.83924e+07
5.19e+06, 3.4325e+06, 1.84542e+07
5.22274e+06, 3.11438e+06, 1.85107e+07
5.25228e+06, 2.79435e+06, 1.85616e+07
5.27861e+06, 2.47258e+06, 1.86069e+07
5.30172e+06, 2.14929e+06, 1.86473e+07
5.3216e+06, 1.82467e+06, 1.86821e+07
5.33821e+06, 1.49892e+06, 1.8711e+07
5.35157e+06, 1.17224e+06, 1.87343e+07
5.36166e+06, 844818, 1.87519e+07
5.36846e+06, 516867, 1.87637e+07
5.37199e+06, 188583, 1.87698e+07
5.37224e+06, -139833, 1.87702e+07
5.36919e+06, -468180, 1.8765e+07
5.36287e+06, -796258, 1.8754e+07
5.35327e+06, -1.12387e+06, 1.87373e+07
5.3404e+06, -1.4508e+06, 1.87148e+07
5.32426e+06, -1.77687e+06, 1.86867e+07
5.30487e+06, -2.10187e+06, 1.86528e+07
5.28223e+06, -2.4256e+06, 1.86132e+07
5.25636e+06, -2.74786e+06, 1.85686e+07
5.22728e+06, -3.06846e+06, 1.85186e+07
5.195e+06, -3.3872e+06, 1.84629e+07
5.15954e+06, -3.70389e+06, 1.84016e+07
5.12093e+06, -4.01832e+06, 1.8336e+07
5.07919e+06, -4.33032e+06, 1.82648e+07
5.03433e+06, -4.63969e+06, 1.81885e+07
4.9864e+06, -4.94624e+06, 1.8108e+07
4.93542e+06, -5.24977e+06, 1.80219e+07
4.88142e+06, -5.55012e+06, 1.79322e+07
4.82443e+06, -5.84709e+06, 1.78373e+07
4.76449e+06, -6.1405e+06, 1.7739e+07
4.70164e+06, -6.43017e+06, 1.76356e+07
4.63591e+06, -6.71592e+06, 1.75294e+07
4.56734e+06, -6.99758e+06, 1.74189e+07
4.49597e+06, -7.27498e+06, 1.7305e+07
4.42186e+06, -7.54795e+06, 1.71881e+07
4.34503e+06, -7.81632e+06, 1.70676e+07
4.26555e+06, -8.07992e+06, 1.69446e+07
4.18346e+06, -8.3386e+06, 1.68193e+07
4.0988e+06, -8.59219e+06, 1.66913e+07
4.01163e+06, -8.84055e+06, 1.65609e+07
3.92201e+06, -9.08351e+06, 1.64294e+07
3.82999e+06, -9.32093e+06, 1.62964e+07
3.73562e+06, -9.55267e+06, 1.61619e+07
3.63896e+06, -9.77858e+06, 1.60265e+07
3.54007e+06, -9.99852e+06, 1.58903e+07
3.43901e+06, -1.02124e+07, 1.57538e+07
3.33585e+06, -1.042e+07, 1.56177e+07
3.23064e+06, -1.06212e+07, 1.54821e+07
3.12345e+06, -1.0816e+07, 1.53471e+07
3.01435e+06, -1.10042e+07, 1.52132e+07
2.90339e+06, -1.11856e+07, 1.50808e+07
2.79066e+06, -1.13602e+07, 1.49501e+07
2.67622e+06, -1.15279e+07, 1.48217e+07
2.56013e+06, -1.16886e+07, 1.46958e+07
2.44248e+06, -1.18421e+07, 1.45728e+07
2.32332e+06, -1.19884e+07, 1.44532e+07
2.20274e+06, -1.21273e+07, 1.43372e+07
2.0808e+06, -1.22589e+07, 1.42253e+07
1.95759e+06, -1.2383e+07, 1.41178e+07
1.83318e+06, -1.24995e+07, 1.40152e+07
1.70763e+06, -1.26083e+07, 1.39182e+07
1.58104e+06, -1.27095e+07, 1.38267e+07
1.45348e+06, -1.28029e+07, 1.3741e+07
1.32502e+06, -1.28885e+07, 1.36614e+07
1.19574e+06, -1.29662e+07, 1.35883e+07
1.06573e+06, -1.3036e+07, 1.35219e+07
935053, -1.30978e+07, 1.34624e+07
803802, -1.31516e+07, 1.34102e+07
672053, -1.31974e+07, 1.33661e+07
539887, -1.32351e+07, 1.33297e+07
407384, -1.32648e+07, 1.3301e+07
274625, -1.32863e+07, 1.32801e+07
141692, -1.32997e+07, 1.32672e+07
8665.3, -1.3305e+07, 1.32623e+07
-124374, -1.33021e+07, 1.32658e+07
-257343, -1.32911e+07, 1.32779e+07
-390162, -1.3272e+07, 1.32978e+07
-522750, -1.32448e+07, 1.33256e+07
-655024, -1.32095e+07, 1.33612e+07
-786905, -1.3166e+07, 1.34044e+07
-918311, -1.31146e+07, 1.3455e+07
-1.04916e+06, -1.30551e+07, 1.35137e+07
-1.17938e+06, -1.29877e+07, 1.35794e+07
-1.30888e+06, -1.29123e+07, 1.36519e+07
-1.43759e+06, -1.2829e+07, 1.37308e+07
-1.56543e+06, -1.27378e+07, 1.3816e+07
-1.69232e+06, -1.26389e+07, 1.3907e+07
-1.81818e+06, -1.25322e+07, 1.40036e+07
-1.94293e+06, -1.24179e+07, 1.41054e+07
-2.0665e+06, -1.2296e+07, 1.42123e+07
-2.18882e+06, -1.21665e+07, 1.43239e+07
-2.3098e+06, -1.20296e+07, 1.44397e+07
-2.42938e+06, -1.18854e+07, 1.45593e+07
-2.54748e+06, -1.17339e+07, 1.46822e+07
-2.66403e+06, -1.15752e+07, 1.48081e+07
-2.77895e+06, -1.14094e+07, 1.49367e+07
-2.89219e+06, -1.12366e+07, 1.50675e+07
-3.00366e+06, -1.10569e+07, 1.52002e+07
-3.1133e+06, -1.08705e+07, 1.53344e+07
-3.22104e+06, -1.06775e+07, 1.54697e+07
-3.32682e+06, -1.04778e+07, 1.56058e+07
-3.43057e+06, -1.02718e+07, 1.57427e+07
-3.53223e+06, -1.00595e+07, 1.58797e+07
-3.63173e+06, -9.84104e+06, 1.60165e+07
-3.72902e+06, -9.61654e+06, 1.61526e+07
-3.82404e+06, -9.38615e+06, 1.62878e+07
-3.91672e+06, -9.15001e+06, 1.64216e+07
-4.00702e+06, -8.90826e+06, 1.65542e+07
-4.09487e+06, -8.66106e+06, 1.66854e+07
-4.18022e+06, -8.40855e+06, 1.68144e+07
-4.26302e+06, -8.15089e+06, 1.69407e+07
-4.34321e+06, -7.88824e+06, 1.70647e+07
-4.42076e+06, -7.62074e+06, 1.71863e+07
-4.49561e+06, -7.34858e+06, 1.73044e+07
-4.56771e+06, -7.07191e+06, 1.74194e+07
-4.63703e+06, -6.7909e+06, 1.75313e+07
-4.70351e+06, -6.50573e+06, 1.76386e+07
-4.76713e+06, -6.21657e+06, 1.77433e+07
-4.82783e+06, -5.92359e+06, 1.78429e+07
-4.88558e+06, -5.62698e+06, 1.79392e+07
-4.94035e+06, -5.32691e+06, 1.80302e+07
-4.99211e+06, -5.02357e+06, 1.81176e+07
-5.04081e+06, -4.71714e+06, 1.81994e+07
-5.08644e+06, -4.40781e+06, 1.82772e+07
-5.12896e+06, -4.09578e+06, 1.83497e+07
-5.16834e+06, -3.78122e+06, 1.84167e+07
-5.20457e+06, -3.46434e+06, 1.84794e+07
-5.23762e+06, -3.14532e+06, 1.85364e+07
-5.26747e+06, -2.82437e+06, 1.85877e+07
-5.2941e+06, -2.50167e+06, 1.8634e+07
-5.3175e+06, -2.17743e+06, 1.86749e+07
-5.33764e+06, -1.85183e+06, 1.871e+07
-5.35453e+06, -1.52509e+06, 1.87395e+07
-5.36814e+06, -1.19741e+06, 1.87631e+07
-5.37847e+06, -868968, 1.87811e+07
-5.38552e+06, -539983, 1.87933e+07
-5.38927e+06, -210651, 1.87998e+07
-5.38973e+06, 118827, 1.88006e+07
-5.3869e+06, 448249, 1.87957e+07
-5.38077e+06, 777414, 1.87851e+07
-5.37135e+06, 1.10612e+06, 1.87687e+07
-5.35865e+06, 1.43417e+06, 1.87466e+07
-5.34267e+06, 1.76135e+06, 1.87188e+07
-5.32343e+06, 2.08748e+06, 1.86852e+07
-5.30093e+06, 2.41235e+06, 1.86459e+07
-5.27518e+06, 2.73576e+06, 1.86009e+07
-5.24622e+06, 3.05751e+06, 1.85512e+07
-5.21404e+06, 3.37741e+06, 1.84958e+07
-5.17868e+06, 3.69527e+06, 1.84346e+07
-5.14015e+06, 4.01088e+06, 1.83687e+07
-5.09847e+06, 4.32405e+06, 1.82977e+07
-5.05368e+06, 4.6346e+06, 1.82212e+07
-5.00579e+06, 4.94233e+06, 1.81406e+07
-4.95484e+06, 5.24705e+06, 1.80547e+07
-4.90086e+06, 5.54858e+06, 1.79645e+07
-4.84388e+06, 5.84674e+06, 1.78697e+07
-4.78394e+06, 6.14134e+06, 1.77708e+07
-4.72107e+06, 6.4322e+06, 1.76676e+07
-4.65531e+06, 6.71914e+06, 1.75609e+07
-4.58671e+06, 7.00199e+06, 1.74496e+07
-4.51529e+06, 7.28057e+06, 1.73359e+07
-4.44111e+06, 7.55472e+06, 1.72183e+07
-4.36422e+06, 7.82426e+06, 1.70973e+07
-4.28465e+06, 8.08903e+06, 1.69742e+07
-4.20246e+06, 8.34888e+06, 1.68482e+07
-4.11769e+06, 8.60363e+06, 1.67194e+07
-4.03041e+06, 8.85314e+06, 1.65889e+07
-3.94065e+06, 9.09724e+06, 1.64569e+07
-3.84848e+06, 9.3358e+06, 1.6323e+07
-3.75396e+06, 9.56867e+06, 1.61878e+07
-3.65714e+06, 9.79569e+06, 1.60515e+07
-3.55807e+06, 1.00167e+07, 1.59146e+07
-3.45683e+06, 1.02317e+07, 1.57778e+07
-3.35346e+06, 1.04404e+07, 1.5641e+07
-3.24805e+06, 1.06427e+07, 1.55045e+07
-3.14064e+06, 1.08385e+07, 1.53687e+07
-3.0313e+06, 1.10277e+07, 1.5234e+07
-2.92011e+06, 1.12102e+07, 1.51006e+07
-2.80713e+06, 1.13859e+07, 1.49691e+07
-2.69242e+06, 1.15546e+07, 1.48397e+07
-2.57606e+06, 1.17162e+07, 1.47129e+07
-2.45813e+06, 1.18707e+07, 1.4589e+07
-2.33868e+06, 1.20179e+07, 1.44684e+07
-2.2178e+06, 1.21578e+07, 1.43516e+07
-2.09556e+06, 1.22903e+07, 1.42388e+07
-1.97203e+06, 1.24152e+07, 1.41304e+07
-1.84728e+06, 1.25326e+07, 1.40268e+07
-1.72141e+06, 1.26423e+07, 1.39283e+07
-1.59447e+06, 1.27443e+07, 1.38359e+07
-1.46655e+06, 1.28385e+07, 1.37493e+07
-1.33773e+06, 1.29249e+07, 1.36689e+07
-1.20809e+06, 1.30034e+07, 1.3595e+07
-1.0777e+06, 1.30739e+07, 1.35278e+07
-946640, 1.31365e+07, 1.34676e+07
-814999, 1.3191e+07, 1.34145e+07
-682854, 1.32375e+07, 1.33692e+07
-550284, 1.32758e+07, 1.33321e+07
-417371, 1.33061e+07, 1.33028e+07
-284196, 1.33282e+07, 1.32814e+07
-150841, 1.33422e+07, 1.32679e+07
-17386.7, 1.3348e+07, 1.32625e+07
116085, 1.33457e+07, 1.32652e+07
249493, 1.33352e+07, 1.32768e+07
382754, 1.33165e+07, 1.32964e+07
