s(m), v_par(m/s), v_perp(m/s)
0, 2.96548e+06, 5.13637e+06
29654.4, 2.96537e+06, 5.13667e+06
59306.3, 2.96499e+06, 5.13698e+06
88953, 2.96433e+06, 5.13728e+06
118592, 2.9634e+06, 5.13766e+06
148220, 2.9622e+06, 5.13857e+06
177835, 2.96073e+06, 5.13948e+06
207433, 2.95898e+06, 5.14039e+06
237013, 2.95697e+06, 5.14145e+06
266572, 2.95468e+06, 5.14297e+06
296106, 2.95213e+06, 5.14448e+06
325613, 2.9493e+06, 5.14598e+06
355090, 2.9462e+06, 5.14771e+06
384536, 2.94283e+06, 5.14982e+06
413946, 2.93919e+06, 5.15192e+06
443318, 2.93528e+06, 5.15402e+06
472651, 2.93111e+06, 5.1564e+06
501939, 2.92666e+06, 5.15908e+06
531183, 2.92195e+06, 5.16177e+06
560377, 2.91696e+06, 5.16444e+06
589521, 2.91171e+06, 5.16744e+06
618610, 2.9062e+06, 5.17069e+06
647644, 2.90041e+06, 5.17394e+06
676618, 2.89436e+06, 5.17718e+06
705530, 2.88805e+06, 5.18076e+06
734378, 2.88147e+06, 5.18457e+06
763158, 2.87463e+06, 5.18836e+06
791869, 2.86752e+06, 5.19214e+06
820507, 2.86015e+06, 5.19627e+06
849071, 2.85252e+06, 5.2006e+06
877557, 2.84462e+06, 5.20492e+06
905962, 2.83647e+06, 5.20923e+06
934285, 2.82805e+06, 5.21385e+06
962522, 2.81937e+06, 5.21869e+06
990671, 2.81044e+06, 5.22351e+06
1.01873e+06, 2.80125e+06, 5.22831e+06
1.0467e+06, 2.7918e+06, 5.23337e+06
1.07456e+06, 2.7821e+06, 5.23869e+06
1.10234e+06, 2.77214e+06, 5.24399e+06
1.13001e+06, 2.76192e+06, 5.24926e+06
1.15757e+06, 2.75146e+06, 5.25471e+06
1.18503e+06, 2.74074e+06, 5.26048e+06
1.21239e+06, 2.72977e+06, 5.26622e+06
1.23963e+06, 2.71855e+06, 5.27193e+06
1.26676e+06, 2.70707e+06, 5.27771e+06
1.29377e+06, 2.69536e+06, 5.2839e+06
1.32066e+06, 2.68339e+06, 5.29005e+06
1.34744e+06, 2.67118e+06, 5.29617e+06
1.37409e+06, 2.65872e+06, 5.30225e+06
1.40061e+06, 2.64602e+06, 5.30878e+06
1.42701e+06, 2.63307e+06, 5.31531e+06
1.45327e+06, 2.61989e+06, 5.3218e+06
1.4794e+06, 2.60646e+06, 5.32826e+06
1.5054e+06, 2.5928e+06, 5.33494e+06
1.53126e+06, 2.5789e+06, 5.34182e+06
1.55698e+06, 2.56476e+06, 5.34866e+06
1.58255e+06, 2.55038e+06, 5.35544e+06
1.60798e+06, 2.53577e+06, 5.36222e+06
1.63327e+06, 2.52093e+06, 5.36941e+06
1.6584e+06, 2.50586e+06, 5.37654e+06
1.68338e+06, 2.49056e+06, 5.38362e+06
1.70821e+06, 2.47503e+06, 5.39066e+06
1.73288e+06, 2.45927e+06, 5.39786e+06
1.75739e+06, 2.44328e+06, 5.40526e+06
1.78175e+06, 2.42708e+06, 5.41261e+06
