s(m), v_par(m/s), v_perp(m/s)
0, 1.62426e+06, 937769
16242.6, 1.62426e+06, 937799
32485.2, 1.62425e+06, 937829
48727.7, 1.62424e+06, 937860
64970, 1.62422e+06, 937890
81212.2, 1.6242e+06, 937921
97454.1, 1.62418e+06, 937951
113696, 1.62414e+06, 937981
129937, 1.62411e+06, 938068
146178, 1.62407e+06, 938160
162418, 1.62402e+06, 938251
178658, 1.62397e+06, 938342
194898, 1.62391e+06, 938433
211136, 1.62385e+06, 938524
227374, 1.62378e+06, 938615
243612, 1.62371e+06, 938759
259849, 1.62363e+06, 938910
276085, 1.62355e+06, 939062
292320, 1.62347e+06, 939213
308554, 1.62337e+06, 939365
324787, 1.62328e+06, 939516
341019, 1.62318e+06, 939668
357251, 1.62307e+06, 939868
373481, 1.62296e+06, 940080
389710, 1.62284e+06, 940292
405938, 1.62272e+06, 940503
422164, 1.6226e+06, 940715
438390, 1.62246e+06, 940927
454614, 1.62233e+06, 941138
470836, 1.62219e+06, 941394
487057, 1.62204e+06, 941666
503277, 1.62189e+06, 941938
519495, 1.62173e+06, 942210
535712, 1.62157e+06, 942481
551927, 1.62141e+06, 942753
568140, 1.62124e+06, 943024
584351, 1.62106e+06, 943335
600561, 1.62088e+06, 943666
616769, 1.6207e+06, 943998
632975, 1.6205e+06, 944329
649179, 1.62031e+06, 944660
665381, 1.62011e+06, 944990
681581, 1.6199e+06, 945321
697779, 1.61969e+06, 945686
713975, 1.61948e+06, 946077
730169, 1.61926e+06, 946467
746360, 1.61903e+06, 946856
762549, 1.6188e+06, 947246
778736, 1.61857e+06, 947636
794921, 1.61833e+06, 948025
811103, 1.61808e+06, 948443
827282, 1.61783e+06, 948892
843459, 1.61758e+06, 949340
859634, 1.61732e+06, 949788
875806, 1.61705e+06, 950236
891975, 1.61678e+06, 950683
908141, 1.61651e+06, 951130
924305, 1.61623e+06, 951601
940466, 1.61594e+06, 952107
956624, 1.61565e+06, 952613
972779, 1.61536e+06, 953118
988931, 1.61506e+06, 953623
1.00508e+06, 1.61476e+06, 954128
1.02123e+06, 1.61445e+06, 954632
1.03737e+06, 1.61413e+06, 955154
1.05351e+06, 1.61381e+06, 955716
1.06965e+06, 1.61349e+06, 956279
1.08578e+06, 1.61316e+06, 956841
1.10191e+06, 1.61283e+06, 957402
1.11803e+06, 1.61249e+06, 957963
1.13416e+06, 1.61214e+06, 958524
