position (Re),magnetic field (T),magnetic gradient (T/m)
4.41716e+07,3.34395e-05,1.49207e-12
4.42863e+07,3.3611e-05,1.49595e-12
4.4401e+07,3.37828e-05,1.49982e-12
4.45158e+07,3.39551e-05,1.5037e-12
4.46305e+07,3.41279e-05,1.50758e-12
4.47452e+07,3.4301e-05,1.51145e-12
4.486e+07,3.44747e-05,1.51533e-12
4.49747e+07,3.46488e-05,1.5192e-12
4.50894e+07,3.48233e-05,1.52308e-12
4.52041e+07,3.49982e-05,1.52695e-12
4.53189e+07,3.51737e-05,1.53083e-12
4.54336e+07,3.53495e-05,1.5347e-12
4.55483e+07,3.55258e-05,1.53858e-12
4.56631e+07,3.57026e-05,1.54246e-12
4.57778e+07,3.58797e-05,1.54633e-12
4.58925e+07,3.60574e-05,1.55021e-12
4.60073e+07,3.62355e-05,1.55408e-12
4.6122e+07,3.6414e-05,1.55796e-12
4.62367e+07,3.6593e-05,1.56183e-12
4.63515e+07,3.67724e-05,1.56571e-12
4.64662e+07,3.69522e-05,1.56958e-12
4.65809e+07,3.71325e-05,1.57346e-12
4.66957e+07,3.73133e-05,1.57733e-12
4.68104e+07,3.74945e-05,1.58121e-12
4.69251e+07,3.76761e-05,1.58509e-12
4.70398e+07,3.78582e-05,1.58896e-12
4.71546e+07,3.80407e-05,1.59284e-12
4.72693e+07,3.82237e-05,1.59671e-12
4.7384e+07,3.84071e-05,1.60059e-12
4.74988e+07,3.8591e-05,1.60446e-12
4.76135e+07,3.87753e-05,1.60834e-12
4.77282e+07,3.896e-05,1.61221e-12
4.7843e+07,3.91452e-05,1.61609e-12
4.79577e+07,3.93308e-05,1.61997e-12
4.80724e+07,3.95169e-05,1.62384e-12
4.81872e+07,3.97035e-05,1.62772e-12
4.83019e+07,3.98904e-05,1.63159e-12
4.84166e+07,4.00778e-05,1.63547e-12
4.85314e+07,4.02657e-05,1.63934e-12
4.86461e+07,4.0454e-05,1.64322e-12
4.87608e+07,4.06428e-05,1.64709e-12
4.88755e+07,4.0832e-05,1.65097e-12
4.89903e+07,4.10216e-05,1.65485e-12
4.9105e+07,4.12117e-05,1.65872e-12
4.92197e+07,4.14022e-05,1.6626e-12
4.93345e+07,4.15932e-05,1.66647e-12
4.94492e+07,4.17846e-05,1.67035e-12
4.95639e+07,4.19765e-05,1.67422e-12
4.96787e+07,4.21688e-05,1.6781e-12
4.97934e+07,4.23615e-05,1.68197e-12
4.99081e+07,4.25547e-05,1.68585e-12
5.00229e+07,4.27484e-05,1.68972e-12
5.01376e+07,4.29425e-05,1.6936e-12
5.02523e+07,4.3137e-05,1.69748e-12
5.03671e+07,4.3332e-05,1.70135e-12
5.04818e+07,4.35274e-05,1.70523e-12
5.05965e+07,4.37233e-05,1.7091e-12
5.07112e+07,4.39196e-05,1.71298e-12
5.0826e+07,4.41163e-05,1.71685e-12
5.09407e+07,4.43135e-05,1.72073e-12
5.10554e+07,4.45112e-05,1.7246e-12
5.11702e+07,4.47092e-05,1.72848e-12
5.12849e+07,4.49078e-05,1.73236e-12
5.13996e+07,4.51068e-05,1.73623e-12
5.15144e+07,4.53062e-05,1.74011e-12
5.16291e+07,4.5506e-05,1.74398e-12
5.17438e+07,4.57064e-05,1.74786e-12
5.18586e+07,4.59071e-05,1.75173e-12
5.19733e+07,4.61083e-05,1.75561e-12
5.2088e+07,4.631e-05,1.75948e-12
5.22028e+07,4.65121e-05,1.76336e-12
5.23175e+07,4.67146e-05,1.76724e-12
5.24322e+07,4.69176e-05,1.77111e-12
5.25469e+07,4.7121e-05,1.77499e-12
5.26617e+07,4.73249e-05,1.77886e-12
5.27764e+07,4.75292e-05,1.78274e-12
5.28911e+07,4.77339e-05,1.78661e-12
5.30059e+07,4.79391e-05,1.79049e-12
5.31206e+07,4.81448e-05,1.79436e-12
5.32353e+07,4.83509e-05,1.79824e-12
5.33501e+07,4.85574e-05,1.80211e-12
5.34648e+07,4.87644e-05,1.80599e-12
5.35795e+07,4.89718e-05,1.80987e-12
5.36943e+07,4.91797e-05,1.81374e-12
5.3809e+07,4.9388e-05,1.81762e-12
5.39237e+07,4.95968e-05,1.82149e-12
5.40385e+07,4.9806e-05,1.82537e-12
5.41532e+07,5.00156e-05,1.82924e-12
5.42679e+07,5.02257e-05,1.83312e-12
5.43827e+07,5.04363e-05,1.83699e-12
5.44974e+07,5.06472e-05,1.84087e-12
5.46121e+07,5.08587e-05,1.84475e-12
5.47268e+07,5.10705e-05,1.84862e-12
5.48416e+07,5.12829e-05,1.8525e-12
5.49563e+07,5.14956e-05,1.85637e-12
5.5071e+07,5.17088e-05,1.86025e-12
5.51858e+07,5.19225e-05,1.86412e-12
5.53005e+07,5.21366e-05,1.868e-12
5.54152e+07,5.23511e-05,1.87187e-12
5.553e+07,5.25661e-05,1.87575e-12
5.56447e+07,5.27815e-05,1.87963e-12
5.57594e+07,5.29974e-05,1.8835e-12
5.58742e+07,5.32137e-05,1.88738e-12
5.59889e+07,5.34305e-05,1.89125e-12
5.61036e+07,5.36477e-05,1.89513e-12
5.62184e+07,5.38653e-05,1.899e-12
5.63331e+07,5.40834e-05,1.90288e-12
5.64478e+07,5.4302e-05,1.90675e-12
5.65625e+07,5.4521e-05,1.91063e-12
5.66773e+07,5.47404e-05,1.9145e-12
5.6792e+07,5.49603e-05,1.91838e-12
5.69067e+07,5.51806e-05,1.92226e-12
5.70215e+07,5.54014e-05,1.92613e-12
5.71362e+07,5.56226e-05,1.93001e-12
5.72509e+07,5.58442e-05,1.93388e-12
5.73657e+07,5.60663e-05,1.93776e-12
