s(m), v_par(m/s), v_perp(m/s)
0, 5.13637e+06, 2.96548e+06
256786, 5.13474e+06, 2.969e+06
513392, 5.12918e+06, 2.97921e+06
769622, 5.1197e+06, 2.99599e+06
1.02528e+06, 5.10631e+06, 3.01921e+06
1.28017e+06, 5.08901e+06, 3.04886e+06
1.5341e+06, 5.06783e+06, 3.08454e+06
1.78687e+06, 5.04278e+06, 3.12586e+06
2.0383e+06, 5.01386e+06, 3.17249e+06
2.28818e+06, 4.98112e+06, 3.22407e+06
2.53633e+06, 4.94457e+06, 3.28036e+06
2.78256e+06, 4.90424e+06, 3.34087e+06
3.02668e+06, 4.86015e+06, 3.40515e+06
3.2685e+06, 4.81236e+06, 3.47281e+06
3.50783e+06, 4.76088e+06, 3.54346e+06
3.74451e+06, 4.70576e+06, 3.61672e+06
3.97834e+06, 4.64704e+06, 3.69223e+06
4.20914e+06, 4.58477e+06, 3.76964e+06
4.43674e+06, 4.51898e+06, 3.84859e+06
4.66096e+06, 4.44975e+06, 3.92877e+06
4.88164e+06, 4.37711e+06, 4.00986e+06
5.0986e+06, 4.30111e+06, 4.09155e+06
5.31169e+06, 4.22183e+06, 4.17356e+06
5.52072e+06, 4.13932e+06, 4.25562e+06
5.72555e+06, 4.05364e+06, 4.33755e+06
5.92602e+06, 3.96485e+06, 4.41915e+06
6.12197e+06, 3.87304e+06, 4.50005e+06
6.31326e+06, 3.77825e+06, 4.58003e+06
6.49974e+06, 3.68057e+06, 4.65916e+06
6.68126e+06, 3.58008e+06, 4.73698e+06
6.85769e+06, 3.47684e+06, 4.81342e+06
7.02889e+06, 3.37094e+06, 4.88833e+06
7.19473e+06, 3.26246e+06, 4.96153e+06
7.35508e+06, 3.15148e+06, 5.03284e+06
7.50983e+06, 3.03808e+06, 5.10227e+06
7.65884e+06, 2.92235e+06, 5.16951e+06
7.80202e+06, 2.80439e+06, 5.23447e+06
7.93924e+06, 2.68427e+06, 5.29722e+06
8.0704e+06, 2.56209e+06, 5.35748e+06
8.1954e+06, 2.43795e+06, 5.41518e+06
8.31416e+06, 2.31194e+06, 5.47023e+06
8.42656e+06, 2.18415e+06, 5.52255e+06
8.53254e+06, 2.05469e+06, 5.57206e+06
8.632e+06, 1.92365e+06, 5.61867e+06
8.72487e+06, 1.79113e+06, 5.6623e+06
8.81108e+06, 1.65723e+06, 5.703e+06
8.89057e+06, 1.52206e+06, 5.74061e+06
8.96326e+06, 1.38572e+06, 5.77501e+06
