s(m), v_par(m/s), v_perp(m/s)
0, 513637, 296548
5136.37, 513637, 296561
10272.7, 513636, 296573
15409.1, 513634, 296585
20545.4, 513632, 296597
25681.7, 513629, 296609
30818, 513626, 296621
35954.2, 513622, 296634
41090.4, 513617, 296646
46226.6, 513612, 296658
51362.7, 513606, 296670
56498.7, 513599, 296682
61634.6, 513592, 296694
66770.5, 513584, 296706
71906.3, 513576, 296719
77042, 513566, 296731
82177.6, 513557, 296743
87313.2, 513546, 296755
92448.6, 513535, 296767
97583.9, 513524, 296779
102719, 513511, 296791
107854, 513499, 296803
112989, 513485, 296816
118124, 513471, 296844
123258, 513456, 296880
128393, 513441, 296917
133527, 513425, 296953
138661, 513408, 296989
143795, 513391, 297026
148929, 513373, 297062
154063, 513354, 297098
159196, 513335, 297135
164330, 513316, 297171
169463, 513295, 297207
174595, 513274, 297244
179728, 513252, 297280
184861, 513230, 297316
189993, 513207, 297353
195125, 513184, 297389
200256, 513160, 297425
205388, 513135, 297462
210519, 513109, 297498
215650, 513083, 297534
220781, 513057, 297571
225911, 513029, 297607
231041, 513001, 297651
236171, 512973, 297711
241301, 512944, 297771
246430, 512914, 297832
251559, 512883, 297892
256688, 512852, 297953
261816, 512821, 298013
266944, 512788, 298073
272072, 512755, 298134
277199, 512722, 298194
282326, 512688, 298254
287453, 512653, 298314
292579, 512617, 298375
297705, 512581, 298435
302831, 512544, 298495
307956, 512507, 298555
313081, 512469, 298616
318206, 512431, 298676
323330, 512391, 298736
328453, 512351, 298796
333577, 512311, 298856
338700, 512270, 298916
343822, 512228, 298976
348944, 512186, 299059
354066, 512143, 299143
359187, 512099, 299227
364308, 512055, 299311
369428, 512010, 299395
374548, 511965, 299479
379667, 511919, 299563
384786, 511872, 299646
389905, 511825, 299730
395023, 511777, 299814
400140, 511728, 299898
405257, 511679, 299982
410374, 511629, 300065
415490, 511578, 300149
420606, 511527, 300233
425721, 511476, 300316
430835, 511423, 300400
435949, 511370, 300484
441062, 511317, 300567
446175, 511262, 300651
451288, 511207, 300734
456399, 511152, 300818
461511, 511096, 300913
466621, 511039, 301020
471732, 510982, 301127
476841, 510924, 301234
481950, 510865, 301341
487058, 510806, 301448
492166, 510746, 301555
497273, 510686, 301662
502380, 510624, 301769
507486, 510563, 301876
512591, 510500, 301983
517696, 510437, 302089
522800, 510374, 302196
527903, 510310, 302302
533006, 510245, 302409
538108, 510179, 302515
543210, 510113, 302622
548310, 510046, 302728
553411, 509979, 302835
558510, 509911, 302941
563609, 509842, 303047
568707, 509773, 303153
573804, 509703, 303260
578901, 509633, 303390
583997, 509562, 303519
589092, 509490, 303649
594187, 509418, 303778
599280, 509345, 303908
604374, 509271, 304037
609466, 509197, 304166
614557, 509122, 304295
619648, 509047, 304424
624738, 508971, 304553
629828, 508894, 304682
634916, 508817, 304811
640004, 508739, 304940
645091, 508660, 305068
650177, 508581, 305197
655263, 508501, 305325
660347, 508421, 305454
665431, 508340, 305582
670514, 508258, 305710
675596, 508176, 305839
680678, 508093, 305967
685758, 508009, 306095
690838, 507925, 306234
695917, 507840, 306385
700995, 507755, 306536
706072, 507669, 306687
711148, 507582, 306838
716223, 507495, 306989
721298, 507407, 307140
726372, 507319, 307290
731444, 507230, 307441
736516, 507140, 307591
741587, 507050, 307741
746657, 506959, 307892
751726, 506867, 308042
756794, 506775, 308192
761862, 506682, 308342
766928, 506588, 308491
771993, 506494, 308641
777058, 506400, 308791
782121, 506304, 308940
787184, 506208, 309089
792246, 506112, 309239
797306, 506015, 309388
802366, 505917, 309537
807425, 505819, 309705
812482, 505720, 309877
817539, 505620, 310049
822595, 505520, 310220
827649, 505419, 310392
832703, 505317, 310563
837756, 505215, 310734
842807, 505112, 310905
847858, 505009, 311076
852908, 504905, 311247
857956, 504800, 311417
863004, 504695, 311588
868050, 504589, 311758
873095, 504483, 311928
878140, 504376, 312098
883183, 504268, 312268
888225, 504160, 312438
893266, 504051, 312608
898306, 503942, 312777
903345, 503831, 312947
908383, 503721, 313116
913419, 503609, 313285
918455, 503497, 313457
923489, 503385, 313648
928523, 503272, 313840
933555, 503158, 314031
938586, 503043, 314222
943616, 502928, 314413
948644, 502813, 314603
953672, 502696, 314794
958698, 502579, 314984
963723, 502462, 315174
968747, 502344, 315364
973770, 502225, 315554
978792, 502106, 315744
983812, 501986, 315933
988832, 501865, 316123
993850, 501744, 316312
998866, 501622, 316501
1.00388e+06, 501500, 316690
1.0089e+06, 501377, 316879
1.01391e+06, 501253, 317067
1.01892e+06, 501129, 317256
1.02393e+06, 501004, 317444
1.02894e+06, 500878, 317632
1.03395e+06, 500752, 317826
1.03896e+06, 500625, 318036
1.04396e+06, 500498, 318245
1.04897e+06, 500370, 318455
1.05397e+06, 500242, 318664
1.05897e+06, 500112, 318873
1.06397e+06, 499983, 319082
1.06897e+06, 499852, 319291
1.07397e+06, 499721, 319499
1.07897e+06, 499590, 319708
1.08396e+06, 499457, 319916
1.08895e+06, 499325, 320124
1.09395e+06, 499191, 320332
1.09894e+06, 499057, 320539
1.10393e+06, 498922, 320746
1.10892e+06, 498787, 320954
1.1139e+06, 498651, 321161
1.11889e+06, 498515, 321367
1.12387e+06, 498378, 321574
1.12886e+06, 498240, 321781
1.13384e+06, 498102, 321987
1.13882e+06, 497963, 322193
1.1438e+06, 497823, 322399
1.14878e+06, 497683, 322611
1.15375e+06, 497542, 322838
1.15873e+06, 497401, 323065
1.1637e+06, 497259, 323291
1.16867e+06, 497116, 323518
1.17364e+06, 496973, 323744
1.17861e+06, 496829, 323970
1.18358e+06, 496685, 324196
1.18855e+06, 496540, 324421
1.19351e+06, 496394, 324647
1.19847e+06, 496248, 324872
1.20343e+06, 496101, 325097
1.2084e+06, 495954, 325321
1.21335e+06, 495806, 325546
1.21831e+06, 495657, 325770
1.22327e+06, 495508, 325994
1.22822e+06, 495358, 326218
1.23317e+06, 495208, 326441
1.23813e+06, 495057, 326664
1.24308e+06, 494905, 326888
1.24802e+06, 494753, 327110
1.25297e+06, 494600, 327333
1.25792e+06, 494446, 327555
1.26286e+06, 494292, 327781
1.2678e+06, 494137, 328024
1.27274e+06, 493982, 328267
1.27768e+06, 493826, 328510
1.28262e+06, 493670, 328752
1.28755e+06, 493513, 328994
1.29249e+06, 493355, 329236
1.29742e+06, 493196, 329478
1.30235e+06, 493038, 329719
1.30728e+06, 492878, 329960
1.31221e+06, 492718, 330201
1.31714e+06, 492557, 330442
1.32206e+06, 492396, 330682
1.32698e+06, 492234, 330922
1.33191e+06, 492071, 331162
1.33683e+06, 491908, 331401
1.34174e+06, 491744, 331641
1.34666e+06, 491580, 331880
1.35158e+06, 491415, 332119
1.35649e+06, 491250, 332357
1.3614e+06, 491083, 332595
1.36631e+06, 490917, 332833
1.37122e+06, 490749, 333071
1.37613e+06, 490581, 333309
1.38103e+06, 490413, 333564
1.38593e+06, 490244, 333822
1.39084e+06, 490074, 334079
1.39574e+06, 489904, 334336
1.40063e+06, 489733, 334593
1.40553e+06, 489561, 334849
1.41042e+06, 489389, 335106
1.41532e+06, 489216, 335362
1.42021e+06, 489043, 335617
1.4251e+06, 488869, 335873
1.42999e+06, 488694, 336128
1.43487e+06, 488519, 336382
1.43976e+06, 488344, 336637
1.44464e+06, 488167, 336891
1.44952e+06, 487990, 337145
1.4544e+06, 487813, 337399
1.45928e+06, 487635, 337652
1.46415e+06, 487456, 337905
1.46903e+06, 487277, 338158
1.4739e+06, 487097, 338410
1.47877e+06, 486916, 338663
1.48364e+06, 486735, 338915
1.4885e+06, 486554, 339166
