s(m), v_par(m/s), v_perp(m/s)
0, 572888, 153505
5728.88, 572888, 153512
11457.8, 572887, 153519
17186.6, 572887, 153526
22915.5, 572886, 153533
28644.3, 572885, 153540
34373.2, 572884, 153547
40102, 572883, 153554
45830.9, 572882, 153561
51559.7, 572880, 153568
57288.5, 572878, 153575
63017.2, 572876, 153582
68746, 572874, 153589
74474.7, 572872, 153596
80203.4, 572869, 153603
85932.1, 572867, 153610
91660.8, 572864, 153617
97389.4, 572861, 153624
103118, 572857, 153631
108847, 572854, 153638
114575, 572850, 153645
120304, 572846, 153666
126032, 572842, 153687
131760, 572838, 153708
137489, 572834, 153729
143217, 572829, 153750
148945, 572824, 153771
154674, 572819, 153792
160402, 572814, 153813
166130, 572809, 153834
171858, 572803, 153855
177586, 572798, 153876
183314, 572792, 153897
189042, 572786, 153918
194770, 572779, 153939
200497, 572773, 153960
206225, 572766, 153981
211953, 572759, 154002
217680, 572752, 154022
223408, 572745, 154043
229135, 572738, 154064
234862, 572730, 154099
240590, 572722, 154133
246317, 572714, 154168
252044, 572706, 154203
257771, 572698, 154238
263498, 572689, 154273
269225, 572680, 154308
274952, 572672, 154343
280678, 572662, 154378
286405, 572653, 154413
292131, 572644, 154447
297858, 572634, 154482
303584, 572624, 154517
309310, 572614, 154552
315036, 572604, 154587
320762, 572593, 154621
326488, 572583, 154656
332214, 572572, 154691
337940, 572561, 154726
343665, 572550, 154761
349391, 572539, 154808
355116, 572527, 154857
360841, 572515, 154905
366566, 572503, 154954
372291, 572491, 155002
378016, 572479, 155051
383741, 572467, 155100
389465, 572454, 155148
395190, 572441, 155197
400914, 572428, 155245
406638, 572415, 155294
412362, 572401, 155342
418086, 572388, 155391
423810, 572374, 155439
429534, 572360, 155487
435257, 572346, 155536
440981, 572331, 155584
446704, 572317, 155633
452427, 572302, 155681
458150, 572287, 155729
463873, 572272, 155790
469595, 572257, 155852
475318, 572241, 155914
481040, 572226, 155976
486762, 572210, 156038
492484, 572194, 156100
498206, 572178, 156162
503928, 572161, 156224
509650, 572145, 156286
515371, 572128, 156348
521092, 572111, 156410
526813, 572094, 156471
532534, 572076, 156533
538255, 572059, 156595
543975, 572041, 156657
549695, 572023, 156719
555416, 572005, 156780
561136, 571987, 156842
566855, 571968, 156904
572575, 571950, 156965
578294, 571931, 157038
584014, 571912, 157113
589733, 571892, 157189
595451, 571873, 157264
601170, 571853, 157339
606888, 571834, 157414
612607, 571814, 157489
618325, 571794, 157564
624043, 571773, 157639
629760, 571753, 157714
635478, 571732, 157789
641195, 571711, 157864
646912, 571690, 157939
652629, 571669, 158014
658345, 571647, 158088
664062, 571625, 158163
669778, 571604, 158238
675494, 571582, 158312
681209, 571559, 158387
686925, 571537, 158462
692640, 571514, 158546
698355, 571492, 158634
704070, 571469, 158722
709785, 571445, 158810
715499, 571422, 158898
721213, 571399, 158986
726927, 571375, 159074
732640, 571351, 159161
738354, 571327, 159249
744067, 571303, 159337
749780, 571278, 159424
755493, 571253, 159512
761205, 571229, 159599
766917, 571204, 159687
772629, 571178, 159774
778341, 571153, 159861
784052, 571127, 159949
789763, 571102, 160036
795474, 571076, 160123
801185, 571049, 160210
806895, 571023, 160306
812605, 570997, 160406
818315, 570970, 160507
824025, 570943, 160607
829734, 570916, 160707
835443, 570889, 160807
841152, 570861, 160907
846860, 570833, 161007
852568, 570806, 161107
858276, 570778, 161207
863984, 570749, 161307
869691, 570721, 161406
875398, 570692, 161506
881105, 570664, 161606
886812, 570635, 161705
892518, 570606, 161805
898224, 570576, 161904
903929, 570547, 162003
909635, 570517, 162103
915340, 570487, 162202
921044, 570457, 162308
926749, 570427, 162421
932453, 570396, 162533
938157, 570366, 162645
943860, 570335, 162757
949563, 570304, 162869
955266, 570273, 162980
960969, 570241, 163092
966671, 570210, 163204
972373, 570178, 163315
978075, 570146, 163427
983776, 570114, 163538
989477, 570082, 163650
995178, 570049, 163761
1.00088e+06, 570016, 163872
1.00658e+06, 569983, 163983
1.01228e+06, 569950, 164094
1.01798e+06, 569917, 164205
1.02368e+06, 569884, 164316
1.02937e+06, 569850, 164427
1.03507e+06, 569816, 164543
1.04077e+06, 569782, 164667
1.04647e+06, 569748, 164790
1.05217e+06, 569714, 164914
1.05786e+06, 569679, 165037
1.06356e+06, 569644, 165160
1.06926e+06, 569609, 165283
1.07495e+06, 569574, 165406
1.08065e+06, 569539, 165529
1.08634e+06, 569503, 165652
1.09204e+06, 569468, 165775
1.09773e+06, 569432, 165897
1.10343e+06, 569396, 166020
1.10912e+06, 569360, 166142
1.11481e+06, 569323, 166265
1.12051e+06, 569287, 166387
1.1262e+06, 569250, 166509
1.13189e+06, 569213, 166631
1.13758e+06, 569176, 166753
1.14327e+06, 569138, 166875
1.14897e+06, 569101, 167000
1.15466e+06, 569063, 167135
1.16035e+06, 569025, 167269
1.16604e+06, 568987, 167403
1.17173e+06, 568949, 167537
1.17742e+06, 568910, 167671
1.18311e+06, 568872, 167805
1.18879e+06, 568833, 167939
1.19448e+06, 568794, 168072
1.20017e+06, 568754, 168206
1.20586e+06, 568715, 168339
1.21154e+06, 568675, 168472
1.21723e+06, 568636, 168606
1.22292e+06, 568596, 168739
1.2286e+06, 568555, 168872
1.23429e+06, 568515, 169004
1.23997e+06, 568475, 169137
1.24566e+06, 568434, 169270
1.25134e+06, 568393, 169402
1.25702e+06, 568352, 169534
1.26271e+06, 568311, 169668
1.26839e+06, 568269, 169813
1.27407e+06, 568228, 169957
1.27976e+06, 568186, 170102
1.28544e+06, 568144, 170246
1.29112e+06, 568101, 170390
1.2968e+06, 568059, 170534
1.30248e+06, 568017, 170678
1.30816e+06, 567974, 170822
1.31384e+06, 567931, 170966
1.31952e+06, 567888, 171109
1.3252e+06, 567844, 171253
1.33088e+06, 567801, 171396
1.33655e+06, 567757, 171539
1.34223e+06, 567713, 171682
1.34791e+06, 567669, 171825
1.35358e+06, 567625, 171968
1.35926e+06, 567581, 172110
1.36494e+06, 567536, 172253
1.37061e+06, 567491, 172395
1.37629e+06, 567446, 172537
1.38196e+06, 567401, 172691
1.38763e+06, 567356, 172845
1.39331e+06, 567310, 172999
1.39898e+06, 567264, 173153
1.40465e+06, 567218, 173307
1.41032e+06, 567172, 173461
1.416e+06, 567126, 173614
1.42167e+06, 567079, 173768
1.42734e+06, 567033, 173921
1.43301e+06, 566986, 174074
1.43868e+06, 566939, 174227
1.44435e+06, 566892, 174380
1.45001e+06, 566844, 174532
1.45568e+06, 566797, 174685
1.46135e+06, 566749, 174837
1.46702e+06, 566701, 174990
1.47268e+06, 566653, 175142
1.47835e+06, 566604, 175294
1.48402e+06, 566556, 175445
1.48968e+06, 566507, 175597
1.49535e+06, 566458, 175757
1.50101e+06, 566409, 175920
1.50667e+06, 566360, 176083
1.51234e+06, 566311, 176247
1.518e+06, 566261, 176409
1.52366e+06, 566211, 176572
1.52933e+06, 566161, 176735
1.53499e+06, 566111, 176897
1.54065e+06, 566060, 177060
1.54631e+06, 566010, 177222
1.55197e+06, 565959, 177384
1.55763e+06, 565908, 177546
1.56329e+06, 565857, 177707
1.56894e+06, 565806, 177869
1.5746e+06, 565754, 178030
1.58026e+06, 565703, 178191
1.58592e+06, 565651, 178352
1.59157e+06, 565599, 178513
1.59723e+06, 565547, 178674
1.60288e+06, 565494, 178834
1.60854e+06, 565441, 178999
1.61419e+06, 565389, 179172
1.61985e+06, 565336, 179343
1.6255e+06, 565283, 179515
1.63115e+06, 565229, 179687
1.6368e+06, 565176, 179858
1.64245e+06, 565122, 180029
1.64811e+06, 565068, 180200
1.65376e+06, 565014, 180371
1.65941e+06, 564960, 180542
1.66506e+06, 564905, 180712
1.6707e+06, 564851, 180882
1.67635e+06, 564796, 181052
1.682e+06, 564741, 181222
1.68765e+06, 564686, 181392
1.69329e+06, 564630, 181562
1.69894e+06, 564575, 181731
1.70459e+06, 564519, 181900
1.71023e+06, 564463, 182069
1.71587e+06, 564407, 182238
1.72152e+06, 564351, 182408
1.72716e+06, 564294, 182588
1.7328e+06, 564237, 182768
1.73845e+06, 564181, 182948
1.74409e+06, 564123, 183127
1.74973e+06, 564066, 183307
1.75537e+06, 564009, 183486
1.76101e+06, 563951, 183665
1.76665e+06, 563893, 183844
1.77229e+06, 563835, 184022
1.77792e+06, 563777, 184201
1.78356e+06, 563719, 184379
1.7892e+06, 563660, 184557
1.79484e+06, 563602, 184735
1.80047e+06, 563543, 184912
1.80611e+06, 563484, 185090
