s(m), v_par(m/s), v_perp(m/s)
0, 4.85425e+06, 1.81163e+07
48505.6, 4.84318e+06, 1.81233e+07
96789.9, 4.81002e+06, 1.81303e+07
144633, 4.75492e+06, 1.81458e+07
191816, 4.67813e+06, 1.81662e+07
238124, 4.58e+06, 1.81887e+07
283346, 4.46099e+06, 1.82212e+07
327276, 4.32163e+06, 1.82528e+07
369713, 4.16255e+06, 1.82905e+07
410464, 3.9845e+06, 1.83312e+07
449342, 3.78826e+06, 1.83701e+07
486172, 3.57475e+06, 1.84145e+07
520783, 3.34493e+06, 1.84587e+07
553019, 3.09986e+06, 1.84998e+07
582733, 2.84065e+06, 1.85402e+07
609789, 2.56848e+06, 1.85822e+07
634064, 2.2846e+06, 1.86197e+07
655446, 1.99029e+06, 1.86528e+07
673839, 1.68691e+06, 1.86811e+07
689159, 1.37584e+06, 1.87049e+07
701335, 1.05848e+06, 1.87271e+07
710313, 736306, 1.87434e+07
716050, 410768, 1.87538e+07
718522, 83357.1, 1.87583e+07
717716, -244434, 1.87568e+07
713637, -571111, 1.87494e+07
706302, -895182, 1.87361e+07
695747, -1.21517e+06, 1.87169e+07
682018, -1.52962e+06, 1.86937e+07
665178, -1.83709e+06, 1.86678e+07
645304, -2.13618e+06, 1.86371e+07
622487, -2.42552e+06, 1.86018e+07
596830, -2.70381e+06, 1.85621e+07
568452, -2.96976e+06, 1.85195e+07
537480, -3.22216e+06, 1.848e+07
504057, -3.45987e+06, 1.84374e+07
468335, -3.6818e+06, 1.83917e+07
430477, -3.88694e+06, 1.83512e+07
390656, -4.07434e+06, 1.83114e+07
349052, -4.24317e+06, 1.82698e+07
305857, -4.39264e+06, 1.82374e+07
261266, -4.52207e+06, 1.82054e+07
215484, -4.63088e+06, 1.81764e+07
168719, -4.71856e+06, 1.81562e+07
121185, -4.78473e+06, 1.81357e+07
73097.6, -4.82907e+06, 1.81269e+07
24676.9, -4.85138e+06, 1.81199e+07
-23856.4, -4.85157e+06, 1.81197e+07
-72280.8, -4.82963e+06, 1.81267e+07
-120376, -4.78566e+06, 1.81353e+07
-167921, -4.71986e+06, 1.81559e+07
-214701, -4.63254e+06, 1.81761e+07
-260502, -4.52408e+06, 1.82048e+07
-305114, -4.39499e+06, 1.82369e+07
-348335, -4.24586e+06, 1.8269e+07
-389966, -4.07736e+06, 1.83107e+07
-429820, -3.89026e+06, 1.83506e+07
-467712, -3.68541e+06, 1.83909e+07
-503472, -3.46376e+06, 1.84366e+07
-536935, -3.22631e+06, 1.84793e+07
-567949, -2.97414e+06, 1.85188e+07
-596372, -2.70841e+06, 1.85614e+07
-622076, -2.43032e+06, 1.86012e+07
-644942, -2.14115e+06, 1.86365e+07
-664866, -1.84222e+06, 1.86673e+07
-681758, -1.53488e+06, 1.86933e+07
-695541, -1.22054e+06, 1.87166e+07
-706151, -900632, 1.87358e+07
-713540, -576618, 1.87492e+07
-717674, -249973, 1.87568e+07
-718535, 77812.1, 1.87583e+07
-716119, 405242, 1.87539e+07
-710437, 730824, 1.87436e+07
-701514, 1.05307e+06, 1.87274e+07
-689391, 1.37052e+06, 1.87054e+07
-674124, 1.68171e+06, 1.86816e+07
-655783, 1.98523e+06, 1.86533e+07
-634450, 2.2797e+06, 1.86203e+07
-610223, 2.56377e+06, 1.85828e+07
-583213, 2.83615e+06, 1.85409e+07
-553543, 3.09559e+06, 1.85005e+07
-521349, 3.34091e+06, 1.84595e+07
-486776, 3.571e+06, 1.84153e+07
-449983, 3.78479e+06, 1.83707e+07
-411138, 3.98133e+06, 1.83319e+07
-370417, 4.1597e+06, 1.82912e+07
-328007, 4.3191e+06, 1.82533e+07
-284101, 4.4588e+06, 1.82218e+07
-238899, 4.57816e+06, 1.81893e+07
-192607, 4.67665e+06, 1.81666e+07
-145437, 4.7538e+06, 1.81462e+07
-97603.3, 4.80927e+06, 1.81304e+07
-49324.7, 4.8428e+06, 1.81234e+07
-820.999, 4.85424e+06, 1.81164e+07
47686.4, 4.84355e+06, 1.81232e+07
95976.3, 4.81076e+06, 1.81302e+07
143828, 4.75603e+06, 1.81455e+07
191025, 4.67961e+06, 1.81659e+07
