s(m), v_par(m/s), v_perp(m/s)
0, 1.62426e+07, 9.37769e+06
162393, 1.62327e+07, 9.39694e+06
324588, 1.62029e+07, 9.44732e+06
486386, 1.61533e+07, 9.53219e+06
647589, 1.6084e+07, 9.6491e+06
808001, 1.5995e+07, 9.79436e+06
967424, 1.58865e+07, 9.97111e+06
1.12567e+06, 1.57585e+07, 1.01714e+07
1.28253e+06, 1.56113e+07, 1.03959e+07
1.43783e+06, 1.5445e+07, 1.06422e+07
1.59137e+06, 1.52598e+07, 1.09051e+07
1.74296e+06, 1.50559e+07, 1.11852e+07
1.89242e+06, 1.48337e+07, 1.14789e+07
2.03957e+06, 1.45933e+07, 1.17825e+07
2.18423e+06, 1.43351e+07, 1.20945e+07
2.32622e+06, 1.40593e+07, 1.2415e+07
2.46536e+06, 1.37664e+07, 1.27394e+07
2.60149e+06, 1.34566e+07, 1.3066e+07
2.73444e+06, 1.31304e+07, 1.33933e+07
2.86404e+06, 1.27881e+07, 1.37199e+07
2.99015e+06, 1.24302e+07, 1.40451e+07
3.1126e+06, 1.20571e+07, 1.43669e+07
3.23124e+06, 1.16692e+07, 1.46838e+07
3.34593e+06, 1.12671e+07, 1.49946e+07
3.45654e+06, 1.08513e+07, 1.52981e+07
3.56291e+06, 1.04221e+07, 1.55933e+07
3.66494e+06, 9.98022e+06, 1.58798e+07
3.76248e+06, 9.52613e+06, 1.61568e+07
3.85542e+06, 9.0604e+06, 1.64229e+07
3.94365e+06, 8.58359e+06, 1.6677e+07
4.02706e+06, 8.09629e+06, 1.69183e+07
4.10554e+06, 7.59909e+06, 1.71477e+07
4.17901e+06, 7.0926e+06, 1.73637e+07
4.24736e+06, 6.57743e+06, 1.75643e+07
4.31053e+06, 6.05423e+06, 1.77525e+07
4.36842e+06, 5.52363e+06, 1.79239e+07
4.42098e+06, 4.98627e+06, 1.80815e+07
4.46813e+06, 4.44282e+06, 1.82218e+07
4.50982e+06, 3.89394e+06, 1.83476e+07
4.54599e+06, 3.34029e+06, 1.84566e+07
4.57661e+06, 2.78257e+06, 1.85482e+07
4.60163e+06, 2.22144e+06, 1.86238e+07
4.62103e+06, 1.6576e+06, 1.86828e+07
4.63478e+06, 1.09172e+06, 1.87246e+07
4.64286e+06, 524520, 1.87491e+07
4.64527e+06, -43326.7, 1.87564e+07
4.64199e+06, -611120, 1.87465e+07
4.63305e+06, -1.17817e+06, 1.87193e+07
4.61843e+06, -1.74377e+06, 1.8675e+07
4.59818e+06, -2.30725e+06, 1.86132e+07
4.5723e+06, -2.8679e+06, 1.85354e+07
4.54083e+06, -3.42505e+06, 1.84411e+07
4.50381e+06, -3.97801e+06, 1.83295e+07
4.46129e+06, -4.52611e+06, 1.82015e+07
4.41331e+06, -5.06867e+06, 1.80586e+07
4.35993e+06, -5.60504e+06, 1.78983e+07
4.30123e+06, -6.13455e+06, 1.77249e+07
4.23727e+06, -6.65657e+06, 1.75347e+07
4.16813e+06, -7.17045e+06, 1.73316e+07
4.09389e+06, -7.67556e+06, 1.71139e+07
4.01465e+06, -8.17129e+06, 1.68818e+07
3.9305e+06, -8.65703e+06, 1.66388e+07
3.84154e+06, -9.13219e+06, 1.63831e+07
3.74789e+06, -9.59618e+06, 1.61156e+07
3.64966e+06, -1.00484e+07, 1.58372e+07
3.54696e+06, -1.04884e+07, 1.55489e+07
3.43993e+06, -1.09156e+07, 1.52518e+07
3.32869e+06, -1.13294e+07, 1.49469e+07
3.21339e+06, -1.17294e+07, 1.46351e+07
3.09415e+06, -1.2115e+07, 1.43177e+07
2.97114e+06, -1.24858e+07, 1.39959e+07
2.84449e+06, -1.28413e+07, 1.36708e+07
2.71436e+06, -1.31812e+07, 1.33438e+07
2.58092e+06, -1.35049e+07, 1.30162e+07
2.44432e+06, -1.38122e+07, 1.26895e+07
2.30473e+06, -1.41025e+07, 1.23651e+07
2.16233e+06, -1.43756e+07, 1.20469e+07
2.01728e+06, -1.46311e+07, 1.1736e+07
1.86977e+06, -1.48688e+07, 1.14332e+07
1.71996e+06, -1.50882e+07, 1.11405e+07
1.56806e+06, -1.52893e+07, 1.08646e+07
1.41424e+06, -1.54716e+07, 1.06033e+07
1.25869e+06, -1.5635e+07, 1.03593e+07
1.10161e+06, -1.57793e+07, 1.01398e+07
943172, -1.59043e+07, 9.94207e+06
783585, -1.60099e+07, 9.77091e+06
623040, -1.60959e+07, 9.62945e+06
461733, -1.61622e+07, 9.51585e+06
299862, -1.62088e+07, 9.43814e+06
137624, -1.62355e+07, 9.39139e+06
-24782.2, -1.62424e+07, 9.37954e+06
-187158, -1.62294e+07, 9.40249e+06
-349305, -1.61966e+07, 9.45725e+06
-511025, -1.6144e+07, 9.54849e+06
-672120, -1.60717e+07, 9.6687e+06
-832394, -1.59797e+07, 9.82053e+06
-991650, -1.58682e+07, 1e+07
-1.14969e+06, -1.57373e+07, 1.02032e+07
-1.30633e+06, -1.55871e+07, 1.04328e+07
-1.46137e+06, -1.54179e+07, 1.06809e+07
-1.61463e+06, -1.52299e+07, 1.09465e+07
-1.76591e+06, -1.50232e+07, 1.12297e+07
-1.91503e+06, -1.47982e+07, 1.15244e+07
-2.06181e+06, -1.4555e+07, 1.18288e+07
-2.20607e+06, -1.42941e+07, 1.21438e+07
-2.34764e+06, -1.40157e+07, 1.24645e+07
-2.48633e+06, -1.37202e+07, 1.27889e+07
-2.62198e+06, -1.34079e+07, 1.31154e+07
-2.75443e+06, -1.30792e+07, 1.34425e+07
-2.88351e+06, -1.27345e+07, 1.37701e+07
-3.00907e+06, -1.23742e+07, 1.40951e+07
-3.13095e+06, -1.19989e+07, 1.44161e+07
-3.249e+06, -1.16088e+07, 1.47321e+07
-3.36308e+06, -1.12046e+07, 1.50418e+07
-3.47304e+06, -1.07866e+07, 1.53442e+07
-3.57876e+06, -1.03555e+07, 1.56382e+07
-3.68011e+06, -9.91172e+06, 1.59227e+07
-3.77696e+06, -9.45581e+06, 1.61976e+07
-3.86919e+06, -8.98835e+06, 1.64623e+07
-3.95669e+06, -8.5099e+06, 1.67148e+07
-4.03935e+06, -8.02105e+06, 1.69544e+07
-4.11708e+06, -7.52239e+06, 1.71812e+07
-4.18977e+06, -7.01454e+06, 1.73954e+07
-4.25734e+06, -6.49811e+06, 1.75941e+07
-4.3197e+06, -5.97374e+06, 1.77796e+07
-4.37679e+06, -5.44206e+06, 1.7949e+07
-4.42852e+06, -4.90373e+06, 1.8104e+07
