s(m), v_par(m/s), v_perp(m/s)
0, 1.32621e+06, 1.32621e+06
13262, 1.32619e+06, 1.32635e+06
26523.7, 1.32614e+06, 1.32649e+06
39784.7, 1.32606e+06, 1.32663e+06
53044.7, 1.32595e+06, 1.32677e+06
66303.5, 1.3258e+06, 1.32691e+06
79560.6, 1.32562e+06, 1.32705e+06
92815.8, 1.32541e+06, 1.32719e+06
106069, 1.32517e+06, 1.32733e+06
119319, 1.32489e+06, 1.32756e+06
132566, 1.32458e+06, 1.32798e+06
145811, 1.32424e+06, 1.3284e+06
159051, 1.32387e+06, 1.32882e+06
172288, 1.32347e+06, 1.32924e+06
185520, 1.32303e+06, 1.32966e+06
198748, 1.32256e+06, 1.33008e+06
211972, 1.32206e+06, 1.3305e+06
225189, 1.32152e+06, 1.33092e+06
238402, 1.32096e+06, 1.33152e+06
251608, 1.32036e+06, 1.33222e+06
264809, 1.31972e+06, 1.33291e+06
278003, 1.31906e+06, 1.33361e+06
291190, 1.31837e+06, 1.3343e+06
304370, 1.31764e+06, 1.33499e+06
317543, 1.31688e+06, 1.33568e+06
330707, 1.31608e+06, 1.33637e+06
343864, 1.31526e+06, 1.33706e+06
357013, 1.3144e+06, 1.33802e+06
370152, 1.31351e+06, 1.33899e+06
383283, 1.31259e+06, 1.33995e+06
396404, 1.31164e+06, 1.34091e+06
409515, 1.31065e+06, 1.34187e+06
422617, 1.30964e+06, 1.34283e+06
435708, 1.30859e+06, 1.34379e+06
448788, 1.30751e+06, 1.34474e+06
461858, 1.30639e+06, 1.34576e+06
474916, 1.30525e+06, 1.34698e+06
487963, 1.30407e+06, 1.3482e+06
500997, 1.30286e+06, 1.34942e+06
514020, 1.30162e+06, 1.35064e+06
527030, 1.30035e+06, 1.35186e+06
540027, 1.29904e+06, 1.35307e+06
553011, 1.29771e+06, 1.35428e+06
565981, 1.29634e+06, 1.35549e+06
578937, 1.29494e+06, 1.3568e+06
591879, 1.29351e+06, 1.35828e+06
604807, 1.29204e+06, 1.35974e+06
617720, 1.29055e+06, 1.36121e+06
630618, 1.28902e+06, 1.36267e+06
643501, 1.28746e+06, 1.36413e+06
656367, 1.28588e+06, 1.36558e+06
669218, 1.28425e+06, 1.36703e+06
682052, 1.2826e+06, 1.36848e+06
694870, 1.28092e+06, 1.37006e+06
707671, 1.2792e+06, 1.37176e+06
720454, 1.27746e+06, 1.37346e+06
733220, 1.27568e+06, 1.37515e+06
745967, 1.27387e+06, 1.37684e+06
758697, 1.27203e+06, 1.37853e+06
771408, 1.27016e+06, 1.38021e+06
784100, 1.26826e+06, 1.38188e+06
796773, 1.26633e+06, 1.38355e+06
809427, 1.26436e+06, 1.38535e+06
822060, 1.26237e+06, 1.38727e+06
834674, 1.26034e+06, 1.38918e+06
847267, 1.25829e+06, 1.39108e+06
859839, 1.2562e+06, 1.39298e+06
872391, 1.25408e+06, 1.39488e+06
884921, 1.25193e+06, 1.39677e+06
897429, 1.24975e+06, 1.39865e+06
909916, 1.24755e+06, 1.40053e+06
922380, 1.2453e+06, 1.40249e+06
934822, 1.24303e+06, 1.4046e+06
947241, 1.24073e+06, 1.40671e+06
959637, 1.2384e+06, 1.40881e+06
972009, 1.23604e+06, 1.4109e+06
984357, 1.23365e+06, 1.41299e+06
996682, 1.23123e+06, 1.41507e+06
1.00898e+06, 1.22877e+06, 1.41714e+06
1.02126e+06, 1.22629e+06, 1.4192e+06
1.03351e+06, 1.22378e+06, 1.42128e+06
1.04573e+06, 1.22124e+06, 1.42357e+06
1.05793e+06, 1.21867e+06, 1.42585e+06
1.07011e+06, 1.21606e+06, 1.42812e+06
1.08225e+06, 1.21343e+06, 1.43039e+06
1.09437e+06, 1.21077e+06, 1.43265e+06
1.10647e+06, 1.20808e+06, 1.43489e+06
1.11854e+06, 1.20536e+06, 1.43713e+06
1.13058e+06, 1.20261e+06, 1.43936e+06
1.14259e+06, 1.19983e+06, 1.44159e+06
1.15457e+06, 1.19702e+06, 1.44394e+06
1.16653e+06, 1.19418e+06, 1.44638e+06
1.17846e+06, 1.19132e+06, 1.44881e+06
1.19035e+06, 1.18842e+06, 1.45122e+06
1.20222e+06, 1.1855e+06, 1.45363e+06
1.21406e+06, 1.18254e+06, 1.45603e+06
1.22587e+06, 1.17956e+06, 1.45842e+06
1.23766e+06, 1.17655e+06, 1.46079e+06
1.24941e+06, 1.17351e+06, 1.46316e+06
1.26113e+06, 1.17044e+06, 1.46552e+06
1.27281e+06, 1.16734e+06, 1.46807e+06
1.28447e+06, 1.16421e+06, 1.47063e+06
1.2961e+06, 1.16106e+06, 1.47318e+06
1.30769e+06, 1.15787e+06, 1.47572e+06
1.31926e+06, 1.15466e+06, 1.47824e+06
1.33079e+06, 1.15142e+06, 1.48076e+06
1.34228e+06, 1.14815e+06, 1.48326e+06
1.35375e+06, 1.14486e+06, 1.48575e+06
1.36518e+06, 1.14153e+06, 1.48823e+06
1.37658e+06, 1.13818e+06, 1.4907e+06
1.38794e+06, 1.1348e+06, 1.49337e+06
1.39928e+06, 1.13139e+06, 1.49603e+06
1.41057e+06, 1.12796e+06, 1.49867e+06
1.42183e+06, 1.1245e+06, 1.50131e+06
1.43306e+06, 1.12101e+06, 1.50393e+06
1.44425e+06, 1.11749e+06, 1.50653e+06
1.45541e+06, 1.11394e+06, 1.50913e+06
1.46653e+06, 1.11037e+06, 1.51171e+06
1.47762e+06, 1.10677e+06, 1.51428e+06
1.48867e+06, 1.10314e+06, 1.51684e+06
