s(m), v_par(m/s), v_perp(m/s)
0, 1.81163e+07, 4.85425e+06
181153, 1.81133e+07, 4.86639e+06
362247, 1.81044e+07, 4.89891e+06
543222, 1.80896e+07, 4.95367e+06
724019, 1.80688e+07, 5.02894e+06
904579, 1.80422e+07, 5.12335e+06
1.08484e+06, 1.80096e+07, 5.23735e+06
1.26475e+06, 1.79711e+07, 5.36702e+06
1.44424e+06, 1.79267e+07, 5.51429e+06
1.62327e+06, 1.78765e+07, 5.67462e+06
1.80175e+06, 1.78204e+07, 5.84872e+06
1.97965e+06, 1.77584e+07, 6.03412e+06
2.1569e+06, 1.76907e+07, 6.22987e+06
2.33345e+06, 1.76171e+07, 6.43514e+06
2.50923e+06, 1.75378e+07, 6.64792e+06
2.68418e+06, 1.74527e+07, 6.86855e+06
2.85826e+06, 1.73619e+07, 7.09442e+06
3.0314e+06, 1.72655e+07, 7.32656e+06
3.20355e+06, 1.71633e+07, 7.56223e+06
3.37465e+06, 1.70556e+07, 7.80269e+06
3.54465e+06, 1.69422e+07, 8.04542e+06
3.71348e+06, 1.68233e+07, 8.29151e+06
3.88109e+06, 1.66989e+07, 8.53906e+06
4.04744e+06, 1.65691e+07, 8.78855e+06
4.21246e+06, 1.64338e+07, 9.03903e+06
4.3761e+06, 1.62931e+07, 9.29003e+06
4.5383e+06, 1.61471e+07, 9.54185e+06
4.69902e+06, 1.59958e+07, 9.79294e+06
4.8582e+06, 1.58392e+07, 1.00446e+07
5.01579e+06, 1.56775e+07, 1.02951e+07
5.17173e+06, 1.55106e+07, 1.05446e+07
5.32598e+06, 1.53386e+07, 1.07936e+07
5.47849e+06, 1.51617e+07, 1.10407e+07
5.6292e+06, 1.49797e+07, 1.12861e+07
5.77806e+06, 1.47929e+07, 1.15302e+07
5.92504e+06, 1.46011e+07, 1.1772e+07
6.07007e+06, 1.44047e+07, 1.20114e+07
6.21312e+06, 1.42035e+07, 1.22487e+07
6.35413e+06, 1.39976e+07, 1.24836e+07
6.49305e+06, 1.37872e+07, 1.27157e+07
6.62985e+06, 1.35722e+07, 1.29447e+07
6.76448e+06, 1.33528e+07, 1.31707e+07
6.8969e+06, 1.3129e+07, 1.33939e+07
7.02705e+06, 1.29009e+07, 1.36139e+07
7.1549e+06, 1.26686e+07, 1.38304e+07
7.28041e+06, 1.24322e+07, 1.40433e+07
7.40353e+06, 1.21917e+07, 1.42527e+07
7.52423e+06, 1.19471e+07, 1.44582e+07
7.64246e+06, 1.16987e+07, 1.466e+07
7.75819e+06, 1.14464e+07, 1.48578e+07
7.87138e+06, 1.11904e+07, 1.50515e+07
7.98198e+06, 1.09307e+07, 1.52412e+07
8.08998e+06, 1.06675e+07, 1.54266e+07
8.19532e+06, 1.04007e+07, 1.56077e+07
8.29798e+06, 1.01305e+07, 1.57843e+07
8.39792e+06, 9.85706e+06, 1.59565e+07
8.49511e+06, 9.58035e+06, 1.6124e+07
8.58952e+06, 9.3005e+06, 1.62871e+07
8.68111e+06, 9.0176e+06, 1.64456e+07
8.76986e+06, 8.73174e+06, 1.65991e+07
8.85574e+06, 8.44303e+06, 1.67477e+07
8.93871e+06, 8.15155e+06, 1.68914e+07
9.01876e+06, 7.8574e+06, 1.70304e+07
9.09585e+06, 7.56068e+06, 1.71642e+07
9.16996e+06, 7.26148e+06, 1.72927e+07
9.24107e+06, 6.9599e+06, 1.74165e+07
9.30916e+06, 6.65604e+06, 1.75347e+07
9.37419e+06, 6.35e+06, 1.7648e+07
9.43615e+06, 6.04188e+06, 1.77558e+07
9.49502e+06, 5.73178e+06, 1.78583e+07
9.55078e+06, 5.41981e+06, 1.79554e+07
9.60341e+06, 5.10605e+06, 1.80472e+07
9.65289e+06, 4.79063e+06, 1.81334e+07
9.69922e+06, 4.47364e+06, 1.82143e+07
9.74236e+06, 4.15518e+06, 1.82894e+07
9.78231e+06, 3.83536e+06, 1.83593e+07
9.81906e+06, 3.51428e+06, 1.84235e+07
9.8526e+06, 3.19205e+06, 1.84819e+07
9.8829e+06, 2.86878e+06, 1.85348e+07
9.90997e+06, 2.54456e+06, 1.85822e+07
9.93379e+06, 2.21951e+06, 1.86239e+07
9.95436e+06, 1.89374e+06, 1.86597e+07
9.97166e+06, 1.56734e+06, 1.86899e+07
9.9857e+06, 1.24044e+06, 1.87143e+07
9.99647e+06, 913122, 1.87333e+07
1.0004e+07, 585508, 1.87464e+07
1.00082e+07, 257702, 1.87538e+07
1.00091e+07, -70187.8, 1.87555e+07
1.00068e+07, -398055, 1.87513e+07
1.00012e+07, -725791, 1.87415e+07
9.99226e+06, -1.05329e+06, 1.87259e+07
9.98009e+06, -1.38044e+06, 1.87045e+07
9.96465e+06, -1.70715e+06, 1.86777e+07
9.94595e+06, -2.03329e+06, 1.86451e+07
9.92399e+06, -2.35876e+06, 1.86067e+07
9.89878e+06, -2.68347e+06, 1.85626e+07
9.87032e+06, -3.00729e+06, 1.85127e+07
9.83864e+06, -3.33013e+06, 1.84576e+07
9.80372e+06, -3.65188e+06, 1.83967e+07
9.7656e+06, -3.97243e+06, 1.833e+07
9.72428e+06, -4.29168e+06, 1.8258e+07
9.67977e+06, -4.60953e+06, 1.81804e+07
9.63209e+06, -4.92586e+06, 1.8097e+07
9.58126e+06, -5.24058e+06, 1.80086e+07
9.52729e+06, -5.55359e+06, 1.79143e+07
9.4702e+06, -5.86477e+06, 1.78151e+07
9.41e+06, -6.17404e+06, 1.77101e+07
9.34672e+06, -6.48128e+06, 1.76002e+07
9.28038e+06, -6.7864e+06, 1.74847e+07
9.211e+06, -7.08929e+06, 1.73642e+07
9.1386e+06, -7.38987e+06, 1.72384e+07
9.06321e+06, -7.68802e+06, 1.71073e+07
8.98485e+06, -7.98365e+06, 1.69716e+07
8.90355e+06, -8.27667e+06, 1.68307e+07
8.81933e+06, -8.56697e+06, 1.66846e+07
8.73222e+06, -8.85448e+06, 1.65338e+07
8.64225e+06, -9.13907e+06, 1.63784e+07
8.54945e+06, -9.42068e+06, 1.62181e+07
8.45384e+06, -9.6992e+06, 1.6053e+07
8.35547e+06, -9.97454e+06, 1.58833e+07
8.25436e+06, -1.02466e+07, 1.5709e+07
8.15055e+06, -1.05153e+07, 1.55304e+07
8.04407e+06, -1.07806e+07, 1.53475e+07
7.93495e+06, -1.10423e+07, 1.51604e+07
7.82323e+06, -1.13005e+07, 1.4969e+07
7.70895e+06, -1.15549e+07, 1.47735e+07
7.59215e+06, -1.18055e+07, 1.45739e+07
7.47286e+06, -1.20523e+07, 1.43705e+07
7.35111e+06, -1.22951e+07, 1.41632e+07
7.22697e+06, -1.25339e+07, 1.39523e+07
7.10045e+06, -1.27686e+07, 1.37379e+07
6.97161e+06, -1.29991e+07, 1.35202e+07
6.84048e+06, -1.32254e+07, 1.3299e+07
6.70712e+06, -1.34473e+07, 1.30746e+07
6.57155e+06, -1.36648e+07, 1.2847e+07
6.43383e+06, -1.38778e+07, 1.26164e+07
6.29401e+06, -1.40863e+07, 1.23833e+07
6.15212e+06, -1.42902e+07, 1.21476e+07
6.00822e+06, -1.44894e+07, 1.19093e+07
5.86235e+06, -1.46838e+07, 1.16685e+07
5.71456e+06, -1.48734e+07, 1.14259e+07
5.5649e+06, -1.50582e+07, 1.11815e+07
5.41341e+06, -1.5238e+07, 1.09349e+07
5.26016e+06, -1.54129e+07, 1.06871e+07
5.10517e+06, -1.55827e+07, 1.04382e+07
4.94852e+06, -1.57473e+07, 1.01878e+07
4.79024e+06, -1.59069e+07, 9.93699e+06
4.6304e+06, -1.60612e+07, 9.68569e+06
4.46904e+06, -1.62102e+07, 9.43369e+06
4.30621e+06, -1.6354e+07, 9.18273e+06
4.14198e+06, -1.64924e+07, 8.93142e+06
3.97638e+06, -1.66253e+07, 8.6817e+06
3.80949e+06, -1.67529e+07, 8.43282e+06
3.64135e+06, -1.68749e+07, 8.18594e+06
3.47201e+06, -1.69914e+07, 7.94125e+06
3.30153e+06, -1.71024e+07, 7.69934e+06
3.12998e+06, -1.72077e+07, 7.46099e+06
2.9574e+06, -1.73075e+07, 7.22659e+06
2.78385e+06, -1.74015e+07, 6.99717e+06
2.60939e+06, -1.74898e+07, 6.77331e+06
2.43407e+06, -1.75725e+07, 6.55593e+06
2.25796e+06, -1.76493e+07, 6.34628e+06
2.0811e+06, -1.77204e+07, 6.14468e+06
1.90357e+06, -1.77857e+07, 5.95356e+06
1.72541e+06, -1.78451e+07, 5.77218e+06
1.54669e+06, -1.78987e+07, 5.60459e+06
1.36746e+06, -1.79464e+07, 5.44911e+06
1.18778e+06, -1.79883e+07, 5.30993e+06
1.00771e+06, -1.80243e+07, 5.1863e+06
827313, -1.80543e+07, 5.08066e+06
646644, -1.80785e+07, 4.99435e+06
465764, -1.80967e+07, 4.92715e+06
284730, -1.8109e+07, 4.88263e+06
103604, -1.81153e+07, 4.85826e+06
-77556.4, -1.81158e+07, 4.85725e+06
-258691, -1.81102e+07, 4.87762e+06
-439742, -1.80988e+07, 4.91968e+06
-620648, -1.80814e+07, 4.98358e+06
-801351, -1.80581e+07, 5.06637e+06
-981791, -1.80289e+07, 5.17031e+06
-1.16191e+06, -1.79938e+07, 5.29067e+06
-1.34165e+06, -1.79528e+07, 5.4286e+06
-1.52095e+06, -1.79059e+07, 5.58124e+06
-1.69975e+06, -1.78532e+07, 5.74761e+06
-1.87799e+06, -1.77946e+07, 5.92686e+06
-2.05562e+06, -1.77301e+07, 6.11636e+06
-2.23257e+06, -1.76599e+07, 6.31689e+06
-2.4088e+06, -1.75839e+07, 6.52473e+06
-2.58423e+06, -1.75021e+07, 6.74183e+06
-2.75882e+06, -1.74146e+07, 6.96415e+06
-2.9325e+06, -1.73213e+07, 7.19349e+06
-3.10523e+06, -1.72224e+07, 7.42662e+06
-3.27693e+06, -1.71179e+07, 7.66503e+06
-3.44757e+06, -1.70077e+07, 7.90589e+06
-3.61707e+06, -1.6892e+07, 8.15075e+06
-3.78539e+06, -1.67708e+07, 8.39679e+06
-3.95247e+06, -1.6644e+07, 8.64591e+06
-4.11825e+06, -1.65118e+07, 8.89541e+06
-4.28268e+06, -1.63742e+07, 9.14654e+06
-4.44572e+06, -1.62312e+07, 9.39785e+06
-4.60729e+06, -1.60829e+07, 9.6493e+06
-4.76736e+06, -1.59294e+07, 9.901e+06
-4.92586e+06, -1.57706e+07, 1.01516e+07
-5.08275e+06, -1.56066e+07, 1.04022e+07
-5.23798e+06, -1.54376e+07, 1.06515e+07
-5.39149e+06, -1.52635e+07, 1.08991e+07
-5.54323e+06, -1.50844e+07, 1.11461e+07
-5.69316e+06, -1.49003e+07, 1.1391e+07
-5.84122e+06, -1.47114e+07, 1.16337e+07
-5.98737e+06, -1.45176e+07, 1.18747e+07
-6.13156e+06, -1.43191e+07, 1.21135e+07
-6.27373e+06, -1.41159e+07, 1.23497e+07
-6.41386e+06, -1.39081e+07, 1.25831e+07
-6.55188e+06, -1.36957e+07, 1.28139e+07
-6.68776e+06, -1.34788e+07, 1.3042e+07
-6.82144e+06, -1.32575e+07, 1.3267e+07
-6.95289e+06, -1.30319e+07, 1.34887e+07
-7.08207e+06, -1.2802e+07, 1.3707e+07
-7.20892e+06, -1.25679e+07, 1.39218e+07
-7.33341e+06, -1.23297e+07, 1.41331e+07
-7.4555e+06, -1.20875e+07, 1.43408e+07
-7.57515e+06, -1.18413e+07, 1.45448e+07
-7.69231e+06, -1.15912e+07, 1.47449e+07
-7.80696e+06, -1.13373e+07, 1.49409e+07
-7.91905e+06, -1.10797e+07, 1.51329e+07
-8.02854e+06, -1.08185e+07, 1.53208e+07
-8.1354e+06, -1.05537e+07, 1.55044e+07
-8.2396e+06, -1.02855e+07, 1.56837e+07
-8.3411e+06, -1.00139e+07, 1.58586e+07
-8.43987e+06, -9.73899e+06, 1.60289e+07
-8.53587e+06, -9.46092e+06, 1.61946e+07
-8.62908e+06, -9.17975e+06, 1.63555e+07
-8.71946e+06, -8.89558e+06, 1.65116e+07
-8.80698e+06, -8.60849e+06, 1.66633e+07
-8.89162e+06, -8.31858e+06, 1.681e+07
-8.97334e+06, -8.02595e+06, 1.69516e+07
-9.05213e+06, -7.73068e+06, 1.70881e+07
-9.12795e+06, -7.43289e+06, 1.722e+07
-9.20078e+06, -7.13266e+06, 1.73464e+07
-9.27059e+06, -6.83009e+06, 1.74677e+07
-9.33737e+06, -6.52528e+06, 1.75839e+07
-9.40109e+06, -6.21834e+06, 1.76946e+07
-9.46173e+06, -5.90936e+06, 1.78004e+07
-9.51927e+06, -5.59845e+06, 1.79004e+07
-9.57369e+06, -5.2857e+06, 1.79954e+07
-9.62498e+06, -4.97122e+06, 1.80847e+07
-9.67311e+06, -4.65511e+06, 1.81687e+07
-9.71808e+06, -4.33747e+06, 1.82472e+07
-9.75986e+06, -4.01842e+06, 1.83199e+07
-9.79844e+06, -3.69805e+06, 1.83875e+07
-9.83381e+06, -3.37646e+06, 1.84492e+07
-9.86597e+06, -3.05378e+06, 1.85051e+07
-9.89489e+06, -2.73009e+06, 1.85558e+07
-9.92056e+06, -2.4055e+06, 1.86008e+07
-9.94299e+06, -2.08013e+06, 1.86399e+07
-9.96216e+06, -1.75408e+06, 1.86733e+07
-9.97807e+06, -1.42745e+06, 1.8701e+07
-9.99071e+06, -1.10035e+06, 1.87232e+07
-1.00001e+07, -772898, 1.87396e+07
-1.00062e+07, -445189, 1.87503e+07
-1.0009e+07, -117334, 1.87552e+07
-1.00085e+07, 210559, 1.87544e+07
-1.00048e+07, 538383, 1.87478e+07
-9.99775e+06, 866031, 1.87355e+07
-9.98745e+06, 1.1934e+06, 1.87174e+07
-9.97388e+06, 1.52037e+06, 1.86937e+07
-9.95705e+06, 1.84684e+06, 1.86644e+07
-9.93695e+06, 2.17271e+06, 1.86294e+07
-9.91359e+06, 2.49787e+06, 1.85886e+07
-9.88699e+06, 2.82221e+06, 1.8542e+07
-9.85715e+06, 3.14563e+06, 1.84898e+07
-9.82408e+06, 3.46801e+06, 1.84322e+07
-9.7878e+06, 3.78926e+06, 1.83689e+07
-9.7483e+06, 4.10927e+06, 1.82997e+07
-9.70562e+06, 4.42793e+06, 1.82255e+07
-9.65975e+06, 4.74514e+06, 1.81454e+07
-9.61072e+06, 5.0608e+06, 1.80599e+07
-9.55854e+06, 5.3748e+06, 1.7969e+07
-9.50323e+06, 5.68704e+06, 1.78725e+07
-9.4448e+06, 5.99741e+06, 1.77709e+07
-9.38329e+06, 6.30582e+06, 1.76637e+07
-9.31869e+06, 6.61217e+06, 1.75514e+07
-9.25105e+06, 6.91635e+06, 1.74338e+07
-9.18037e+06, 7.21826e+06, 1.73107e+07
-9.10669e+06, 7.51781e+06, 1.7183e+07
-9.03003e+06, 7.81489e+06, 1.70499e+07
-8.9504e+06, 8.10942e+06, 1.69116e+07
-8.86785e+06, 8.40129e+06, 1.67688e+07
-8.78239e+06, 8.6904e+06, 1.66208e+07
-8.69405e+06, 8.97667e+06, 1.64679e+07
-8.60286e+06, 9.26e+06, 1.631e+07
-8.50886e+06, 9.5403e+06, 1.61478e+07
-8.41207e+06, 9.81747e+06, 1.59809e+07
-8.31252e+06, 1.00914e+07, 1.58094e+07
-8.21025e+06, 1.03621e+07, 1.56334e+07
-8.10529e+06, 1.06293e+07, 1.54529e+07
-7.99767e+06, 1.08931e+07, 1.5268e+07
-7.88744e+06, 1.11533e+07, 1.5079e+07
-7.77462e+06, 1.14099e+07, 1.48858e+07
-7.65925e+06, 1.16627e+07, 1.46886e+07
-7.54138e+06, 1.19117e+07, 1.44874e+07
-7.42103e+06, 1.21567e+07, 1.42824e+07
-7.29826e+06, 1.23979e+07, 1.40736e+07
-7.17309e+06, 1.26349e+07, 1.38612e+07
-7.04557e+06, 1.28678e+07, 1.36453e+07
-6.91575e+06, 1.30965e+07, 1.34259e+07
-6.78366e+06, 1.33209e+07, 1.32031e+07
-6.64935e+06, 1.35409e+07, 1.29772e+07
-6.51285e+06, 1.37565e+07, 1.27487e+07
-6.37423e+06, 1.39676e+07, 1.25172e+07
-6.23352e+06, 1.41741e+07, 1.22828e+07
-6.09076e+06, 1.4376e+07, 1.20456e+07
-5.94601e+06, 1.45732e+07, 1.18065e+07
-5.79931e+06, 1.47656e+07, 1.15651e+07
-5.65072e+06, 1.49531e+07, 1.13215e+07
-5.50027e+06, 1.51358e+07, 1.10758e+07
-5.34802e+06, 1.53135e+07, 1.08292e+07
-5.19402e+06, 1.54862e+07, 1.05807e+07
-5.03831e+06, 1.56538e+07, 1.03308e+07
-4.88096e+06, 1.58163e+07, 1.00807e+07
-4.722e+06, 1.59736e+07, 9.82929e+06
-4.5615e+06, 1.61256e+07, 9.57789e+06
-4.39951e+06, 1.62724e+07, 9.32643e+06
-4.23607e+06, 1.64139e+07, 9.0748e+06
-4.07125e+06, 1.65499e+07, 8.82463e+06
-3.90509e+06, 1.66806e+07, 8.57456e+06
-3.73765e+06, 1.68058e+07, 8.32706e+06
-3.56899e+06, 1.69255e+07, 8.08061e+06
-3.39916e+06, 1.70396e+07, 7.83744e+06
-3.22822e+06, 1.71482e+07, 7.59665e+06
-3.05622e+06, 1.72511e+07, 7.36022e+06
-2.88322e+06, 1.73484e+07, 7.12752e+06
-2.70927e+06, 1.744e+07, 6.90073e+06
-2.53444e+06, 1.75259e+07, 6.67908e+06
-2.35877e+06, 1.76061e+07, 6.46539e+06
-2.18233e+06, 1.76804e+07, 6.25833e+06
-2.00518e+06, 1.7749e+07, 6.06188e+06
-1.82737e+06, 1.78118e+07, 5.87419e+06
-1.64896e+06, 1.78688e+07, 5.69925e+06
-1.47002e+06, 1.79199e+07, 5.5362e+06
-1.29059e+06, 1.79651e+07, 5.38779e+06
-1.11073e+06, 1.80044e+07, 5.25497e+06
-930518, 1.80378e+07, 5.13853e+06
-749997, 1.80654e+07, 5.04154e+06
-569230, 1.8087e+07, 4.96254e+06
-388277, 1.81027e+07, 4.9059e+06
-207197, 1.81124e+07, 4.86941e+06
-26048.6, 1.81162e+07, 4.85526e+06
155108, 1.81141e+07, 4.86337e+06
336214, 1.81061e+07, 4.89253e+06
517210, 1.80921e+07, 4.94478e+06
698036, 1.80722e+07, 5.0163e+06
878634, 1.80464e+07, 5.10906e+06
1.05894e+06, 1.80146e+07, 5.21967e+06
1.23891e+06, 1.7977e+07, 5.3478e+06
1.41846e+06, 1.79335e+07, 5.49228e+06
1.59756e+06, 1.78841e+07, 5.65046e+06
1.77613e+06, 1.78288e+07, 5.82314e+06
1.95411e+06, 1.77677e+07, 6.00621e+06
2.13146e+06, 1.77008e+07, 6.2014e+06
2.30811e+06, 1.7628e+07, 6.40473e+06
2.484e+06, 1.75495e+07, 6.61719e+06
2.65908e+06, 1.74653e+07, 6.83619e+06
2.83329e+06, 1.73753e+07, 7.06193e+06
3.00657e+06, 1.72797e+07, 7.29272e+06
3.17886e+06, 1.71784e+07, 7.52841e+06
3.35012e+06, 1.70714e+07, 7.76774e+06
3.52027e+06, 1.69589e+07, 8.01062e+06
3.68928e+06, 1.68408e+07, 8.25578e+06
3.85707e+06, 1.67172e+07, 8.50356e+06
4.0236e+06, 1.65881e+07, 8.75229e+06
4.18881e+06, 1.64536e+07, 9.00307e+06
4.35265e+06, 1.63136e+07, 9.25373e+06
4.51507e+06, 1.61684e+07, 9.50564e+06
4.676e+06, 1.60178e+07, 9.7571e+06
4.83541e+06, 1.5862e+07, 1.00083e+07
4.99323e+06, 1.5701e+07, 1.02592e+07
5.14941e+06, 1.55349e+07, 1.05088e+07
5.30391e+06, 1.53637e+07, 1.07578e+07
5.45667e+06, 1.51874e+07, 1.10053e+07
5.60764e+06, 1.50062e+07, 1.12509e+07
5.75677e+06, 1.482e+07, 1.14951e+07
5.90402e+06, 1.4629e+07, 1.17374e+07
6.04934e+06, 1.44332e+07, 1.19773e+07
6.19267e+06, 1.42327e+07, 1.22146e+07
6.33398e+06, 1.40275e+07, 1.24499e+07
6.47321e+06, 1.38177e+07, 1.26825e+07
6.61032e+06, 1.36034e+07, 1.29121e+07
6.74526e+06, 1.33846e+07, 1.31386e+07
6.87799e+06, 1.31615e+07, 1.3362e+07
7.00848e+06, 1.2934e+07, 1.35823e+07
7.13666e+06, 1.27023e+07, 1.37994e+07
7.26251e+06, 1.24664e+07, 1.40129e+07
7.38598e+06, 1.22265e+07, 1.42228e+07
7.50702e+06, 1.19825e+07, 1.44289e+07
7.62561e+06, 1.17347e+07, 1.46312e+07
7.7417e+06, 1.14829e+07, 1.48296e+07
7.85526e+06, 1.12275e+07, 1.50239e+07
7.96624e+06, 1.09683e+07, 1.52142e+07
8.07461e+06, 1.07055e+07, 1.54002e+07
8.18034e+06, 1.04393e+07, 1.55819e+07
8.28339e+06, 1.01696e+07, 1.57591e+07
8.38372e+06, 9.89658e+06, 1.59319e+07
8.48131e+06, 9.62033e+06, 1.61002e+07
8.57612e+06, 9.34092e+06, 1.6264e+07
8.66812e+06, 9.05846e+06, 1.64231e+07
8.75728e+06, 8.77302e+06, 1.65773e+07
8.84357e+06, 8.48472e+06, 1.67265e+07
8.92696e+06, 8.19363e+06, 1.68711e+07
9.00743e+06, 7.89986e+06, 1.70108e+07
9.08495e+06, 7.6035e+06, 1.71452e+07
9.15949e+06, 7.30465e+06, 1.72746e+07
9.23103e+06, 7.0034e+06, 1.73991e+07
9.29955e+06, 6.69987e+06, 1.75179e+07
9.36502e+06, 6.39414e+06, 1.7632e+07
9.42743e+06, 6.08631e+06, 1.77405e+07
9.48674e+06, 5.77649e+06, 1.78439e+07
9.54295e+06, 5.46478e+06, 1.79418e+07
9.59603e+06, 5.15127e+06, 1.80344e+07
9.64597e+06, 4.83608e+06, 1.81212e+07
9.69275e+06, 4.51931e+06, 1.8203e+07
9.73635e+06, 4.20105e+06, 1.8279e+07
9.77677e+06, 3.88142e+06, 1.83495e+07
9.81398e+06, 3.56052e+06, 1.84146e+07
9.84797e+06, 3.23845e+06, 1.84738e+07
9.87874e+06, 2.91532e+06, 1.85275e+07
9.90628e+06, 2.59123e+06, 1.85758e+07
9.93056e+06, 2.2663e+06, 1.86182e+07
9.9516e+06, 1.94062e+06, 1.86549e+07
9.96938e+06, 1.61431e+06, 1.86859e+07
9.98388e+06, 1.28747e+06, 1.87112e+07
9.99512e+06, 960206, 1.87309e+07
1.00031e+07, 632628, 1.87449e+07
1.00078e+07, 304844, 1.87531e+07
1.00092e+07, -23040.9, 1.87556e+07
1.00073e+07, -350918, 1.87523e+07
1.00022e+07, -678680, 1.87433e+07
9.99374e+06, -1.00622e+06, 1.87285e+07
9.98204e+06, -1.33343e+06, 1.87079e+07
9.96707e+06, -1.6602e+06, 1.86819e+07
9.94884e+06, -1.98643e+06, 1.86501e+07
9.92735e+06, -2.31201e+06, 1.86126e+07
9.9026e+06, -2.63683e+06, 1.85693e+07
9.87461e+06, -2.96079e+06, 1.85203e+07
9.84339e+06, -3.28378e+06, 1.84659e+07
9.80894e+06, -3.60569e+06, 1.84058e+07
9.77128e+06, -3.92642e+06, 1.83399e+07
9.73042e+06, -4.24586e+06, 1.82686e+07
9.68637e+06, -4.56392e+06, 1.81919e+07
9.63914e+06, -4.88048e+06, 1.81093e+07
9.58876e+06, -5.19544e+06, 1.80217e+07
9.53524e+06, -5.50869e+06, 1.79283e+07
9.4786e+06, -5.82015e+06, 1.78298e+07
9.41884e+06, -6.12969e+06, 1.77255e+07
9.35601e+06, -6.43723e+06, 1.76164e+07
9.29011e+06, -6.74266e+06, 1.75015e+07
9.22116e+06, -7.04588e+06, 1.73819e+07
9.1492e+06, -7.34679e+06, 1.72568e+07
9.07423e+06, -7.6453e+06, 1.71265e+07
8.9963e+06, -7.9413e+06, 1.69915e+07
8.91542e+06, -8.2347e+06, 1.68512e+07
8.83161e+06, -8.5254e+06, 1.67058e+07
