s(m), v_par(m/s), v_perp(m/s)
0, 2.96548e+06, 5.13637e+06
29653, 2.96494e+06, 5.13759e+06
59295.2, 2.96331e+06, 5.1388e+06
88915.6, 2.96059e+06, 5.14001e+06
118503, 2.95679e+06, 5.14153e+06
148048, 2.9519e+06, 5.14516e+06
177538, 2.94593e+06, 5.14877e+06
206963, 2.93888e+06, 5.15238e+06
236312, 2.93075e+06, 5.15653e+06
265574, 2.92154e+06, 5.1625e+06
294739, 2.91127e+06, 5.16844e+06
323796, 2.89992e+06, 5.17435e+06
352734, 2.88752e+06, 5.18093e+06
381543, 2.87405e+06, 5.18911e+06
410211, 2.85953e+06, 5.19724e+06
438730, 2.84396e+06, 5.20531e+06
467087, 2.82735e+06, 5.21399e+06
495273, 2.8097e+06, 5.22422e+06
523278, 2.79102e+06, 5.23436e+06
551090, 2.77131e+06, 5.24441e+06
578700, 2.75059e+06, 5.25478e+06
606099, 2.72886e+06, 5.26683e+06
633274, 2.70613e+06, 5.27876e+06
660218, 2.68241e+06, 5.29056e+06
686919, 2.65771e+06, 5.30223e+06
713369, 2.63203e+06, 5.31574e+06
739557, 2.60538e+06, 5.3292e+06
765473, 2.57778e+06, 5.34248e+06
791109, 2.54923e+06, 5.35559e+06
816455, 2.51975e+06, 5.36957e+06
841501, 2.48934e+06, 5.38427e+06
866239, 2.45802e+06, 5.39875e+06
890658, 2.4258e+06, 5.41301e+06
914752, 2.39269e+06, 5.42703e+06
938509, 2.3587e+06, 5.44243e+06
961923, 2.32385e+06, 5.4578e+06
984983, 2.28814e+06, 5.47289e+06
1.00768e+06, 2.2516e+06, 5.48771e+06
1.03001e+06, 2.21423e+06, 5.50224e+06
1.05196e+06, 2.17604e+06, 5.51797e+06
1.07353e+06, 2.13706e+06, 5.53357e+06
1.0947e+06, 2.0973e+06, 5.54885e+06
1.11547e+06, 2.05676e+06, 5.56379e+06
1.13584e+06, 2.01548e+06, 5.57841e+06
1.15578e+06, 1.97345e+06, 5.59332e+06
1.1753e+06, 1.9307e+06, 5.60872e+06
1.19439e+06, 1.88724e+06, 5.62374e+06
1.21304e+06, 1.84309e+06, 5.63837e+06
1.23125e+06, 1.79826e+06, 5.65262e+06
1.24901e+06, 1.75277e+06, 5.66649e+06
1.26631e+06, 1.70664e+06, 5.68027e+06
1.28314e+06, 1.65988e+06, 5.6946e+06
1.2995e+06, 1.61252e+06, 5.70849e+06
1.31539e+06, 1.56456e+06, 5.72194e+06
1.33079e+06, 1.51603e+06, 5.73495e+06
1.34571e+06, 1.46695e+06, 5.74752e+06
1.36013e+06, 1.41732e+06, 5.75965e+06
1.37405e+06, 1.36718e+06, 5.77134e+06
1.38747e+06, 1.31653e+06, 5.78336e+06
1.40038e+06, 1.2654e+06, 5.79509e+06
1.41278e+06, 1.21381e+06, 5.80633e+06
1.42465e+06, 1.16177e+06, 5.81708e+06
1.43601e+06, 1.10931e+06, 5.82734e+06
1.44684e+06, 1.05644e+06, 5.83711e+06
1.45714e+06, 1.00318e+06, 5.84638e+06
1.4669e+06, 949555, 5.85516e+06
1.47613e+06, 895580, 5.86344e+06
1.48481e+06, 841277, 5.87123e+06
1.49295e+06, 786666, 5.87862e+06
1.50054e+06, 731766, 5.88595e+06
1.50759e+06, 676598, 5.89274e+06
1.51408e+06, 621181, 5.899e+06
1.52001e+06, 565537, 5.90471e+06
1.52539e+06, 509685, 5.90988e+06
1.5302e+06, 453647, 5.91451e+06
1.53446e+06, 397442, 5.91859e+06
1.53815e+06, 341091, 5.92214e+06
1.54128e+06, 284615, 5.92514e+06
1.54384e+06, 228034, 5.92759e+06
1.54584e+06, 171371, 5.92951e+06
1.54727e+06, 114644, 5.93088e+06
1.54813e+06, 57874.9, 5.9317e+06
1.54843e+06, 1084.79, 5.93199e+06
1.54815e+06, -55705.7, 5.93173e+06
1.54731e+06, -112476, 5.93092e+06
1.5459e+06, -169205, 5.92957e+06
1.54393e+06, -225871, 5.92768e+06
1.54139e+06, -282455, 5.92524e+06
1.53828e+06, -338935, 5.92226e+06
1.53461e+06, -395291, 5.91874e+06
1.53038e+06, -451502, 5.91467e+06
1.52558e+06, -507548, 5.91007e+06
1.52022e+06, -563407, 5.90492e+06
1.51431e+06, -619060, 5.89923e+06
1.50784e+06, -674485, 5.89299e+06
1.50082e+06, -729663, 5.88622e+06
1.49325e+06, -784574, 5.87891e+06
1.48513e+06, -839197, 5.87151e+06
1.47647e+06, -893512, 5.86375e+06
1.46726e+06, -947499, 5.85548e+06
1.45752e+06, -1.00114e+06, 5.84672e+06
1.44724e+06, -1.05441e+06, 5.83747e+06
1.43643e+06, -1.1073e+06, 5.82772e+06
1.4251e+06, -1.15978e+06, 5.81748e+06
1.41324e+06, -1.21183e+06, 5.80675e+06
1.40086e+06, -1.26344e+06, 5.79553e+06
1.38797e+06, -1.31459e+06, 5.78381e+06
1.37457e+06, -1.36525e+06, 5.77178e+06
1.36067e+06, -1.41542e+06, 5.76011e+06
1.34627e+06, -1.46506e+06, 5.74799e+06
1.33137e+06, -1.51417e+06, 5.73544e+06
1.31598e+06, -1.56272e+06, 5.72244e+06
1.30012e+06, -1.6107e+06, 5.70901e+06
1.28377e+06, -1.65809e+06, 5.69514e+06
1.26696e+06, -1.70487e+06, 5.68083e+06
1.24968e+06, -1.75102e+06, 5.66701e+06
1.23194e+06, -1.79653e+06, 5.65316e+06
1.21375e+06, -1.84138e+06, 5.63892e+06
1.19511e+06, -1.88556e+06, 5.6243e+06
1.17604e+06, -1.92905e+06, 5.6093e+06
1.15653e+06, -1.97183e+06, 5.59391e+06
1.13661e+06, -2.01388e+06, 5.57896e+06
1.11626e+06, -2.0552e+06, 5.56436e+06
1.0955e+06, -2.09576e+06, 5.54943e+06
1.07435e+06, -2.13556e+06, 5.53416e+06
1.0528e+06, -2.17457e+06, 5.51857e+06
1.03086e+06, -2.21278e+06, 5.50279e+06
1.00854e+06, -2.25019e+06, 5.48827e+06
985857, -2.28676e+06, 5.47346e+06
962810, -2.3225e+06, 5.45838e+06
939410, -2.35739e+06, 5.44302e+06
915665, -2.39141e+06, 5.42757e+06
891585, -2.42455e+06, 5.41355e+06
867177, -2.45681e+06, 5.3993e+06
842452, -2.48816e+06, 5.38482e+06
817417, -2.5186e+06, 5.37013e+06
792083, -2.54812e+06, 5.35609e+06
766458, -2.5767e+06, 5.34299e+06
740552, -2.60434e+06, 5.32971e+06
714374, -2.63103e+06, 5.31626e+06
687934, -2.65674e+06, 5.30267e+06
661243, -2.68149e+06, 5.29101e+06
634308, -2.70525e+06, 5.27921e+06
607141, -2.72801e+06, 5.26729e+06
579751, -2.74978e+06, 5.25524e+06
552149, -2.77054e+06, 5.24479e+06
524344, -2.79028e+06, 5.23475e+06
496346, -2.809e+06, 5.22461e+06
468167, -2.82669e+06, 5.21438e+06
439816, -2.84334e+06, 5.20562e+06
411304, -2.85895e+06, 5.19755e+06
382640, -2.87351e+06, 5.18942e+06
353837, -2.88702e+06, 5.18124e+06
324904, -2.89947e+06, 5.17458e+06
295851, -2.91085e+06, 5.16867e+06
266690, -2.92117e+06, 5.16273e+06
237431, -2.93041e+06, 5.15676e+06
208085, -2.93859e+06, 5.15252e+06
178663, -2.94568e+06, 5.14891e+06
149175, -2.95169e+06, 5.1453e+06
119633, -2.95662e+06, 5.14167e+06
90046.6, -2.96047e+06, 5.14006e+06
60427.2, -2.96323e+06, 5.13885e+06
30785.7, -2.9649e+06, 5.13763e+06
1132.85, -2.96548e+06, 5.13642e+06
-28520.4, -2.96498e+06, 5.13754e+06
-58163.2, -2.96339e+06, 5.13875e+06
-87784.6, -2.96072e+06, 5.13997e+06
-117374, -2.95695e+06, 5.14139e+06
-146920, -2.95211e+06, 5.14502e+06
-176412, -2.94618e+06, 5.14864e+06
-205840, -2.93917e+06, 5.15224e+06
-235192, -2.93108e+06, 5.1563e+06
-264458, -2.92191e+06, 5.16227e+06
-293627, -2.91168e+06, 5.16821e+06
-322688, -2.90038e+06, 5.17413e+06
-351631, -2.88801e+06, 5.18061e+06
-380445, -2.87458e+06, 5.1888e+06
-409119, -2.8601e+06, 5.19693e+06
-437643, -2.84457e+06, 5.20501e+06
-466007, -2.828e+06, 5.2136e+06
-494200, -2.81039e+06, 5.22383e+06
-522211, -2.79175e+06, 5.23397e+06
-550031, -2.77208e+06, 5.24403e+06
-577650, -2.7514e+06, 5.25431e+06
-605056, -2.72971e+06, 5.26637e+06
-632240, -2.70702e+06, 5.2783e+06
-659193, -2.68334e+06, 5.29011e+06
-685904, -2.65867e+06, 5.30178e+06
-712363, -2.63302e+06, 5.31522e+06
-738561, -2.60641e+06, 5.32869e+06
-764488, -2.57885e+06, 5.34198e+06
-790135, -2.55034e+06, 5.35509e+06
-815492, -2.52089e+06, 5.369e+06
-840550, -2.49052e+06, 5.38371e+06
-865299, -2.45923e+06, 5.3982e+06
-889731, -2.42705e+06, 5.41246e+06
-913837, -2.39397e+06, 5.4265e+06
-937608, -2.36002e+06, 5.44184e+06
-961035, -2.3252e+06, 5.45722e+06
-984109, -2.28952e+06, 5.47232e+06
-1.00682e+06, -2.25301e+06, 5.48715e+06
-1.02917e+06, -2.21567e+06, 5.50169e+06
-1.05113e+06, -2.17752e+06, 5.51737e+06
-1.07271e+06, -2.13857e+06, 5.53298e+06
-1.0939e+06, -2.09883e+06, 5.54827e+06
-1.11469e+06, -2.05833e+06, 5.56323e+06
-1.13507e+06, -2.01707e+06, 5.57785e+06
-1.15503e+06, -1.97507e+06, 5.59272e+06
-1.17456e+06, -1.93234e+06, 5.60814e+06
-1.19367e+06, -1.88891e+06, 5.62317e+06
-1.21234e+06, -1.84478e+06, 5.63782e+06
-1.23056e+06, -1.79998e+06, 5.65209e+06
-1.24834e+06, -1.75452e+06, 5.66596e+06
-1.26565e+06, -1.70841e+06, 5.67972e+06
-1.2825e+06, -1.66168e+06, 5.69406e+06
-1.29888e+06, -1.61434e+06, 5.70796e+06
-1.31479e+06, -1.56641e+06, 5.72143e+06
-1.33021e+06, -1.5179e+06, 5.73446e+06
-1.34515e+06, -1.46883e+06, 5.74705e+06
-1.35959e+06, -1.41923e+06, 5.7592e+06
-1.37353e+06, -1.3691e+06, 5.7709e+06
-1.38697e+06, -1.31848e+06, 5.7829e+06
-1.3999e+06, -1.26737e+06, 5.79465e+06
-1.41231e+06, -1.21579e+06, 5.80591e+06
-1.42421e+06, -1.16377e+06, 5.81668e+06
-1.43559e+06, -1.11132e+06, 5.82696e+06
-1.44644e+06, -1.05847e+06, 5.83674e+06
-1.45675e+06, -1.00522e+06, 5.84604e+06
-1.46654e+06, -951610, 5.85483e+06
-1.47578e+06, -897648, 5.86313e+06
-1.48449e+06, -843358, 5.87094e+06
-1.49265e+06, -788758, 5.87833e+06
-1.50026e+06, -733868, 5.88568e+06
-1.50733e+06, -678710, 5.89249e+06
-1.51384e+06, -623303, 5.89877e+06
-1.51979e+06, -567667, 5.9045e+06
-1.52519e+06, -511822, 5.90969e+06
-1.53003e+06, -455791, 5.91434e+06
-1.53431e+06, -399591, 5.91845e+06
-1.53802e+06, -343246, 5.92201e+06
-1.54117e+06, -286774, 5.92503e+06
-1.54376e+06, -230198, 5.92751e+06
-1.54577e+06, -173536, 5.92945e+06
-1.54723e+06, -116812, 5.93084e+06
-1.54811e+06, -60044, 5.93168e+06
-1.54843e+06, -3254.38, 5.93199e+06
-1.54818e+06, 53536.5, 5.93175e+06
-1.54736e+06, 110308, 5.93096e+06
-1.54597e+06, 167038, 5.92963e+06
-1.54402e+06, 223708, 5.92776e+06
-1.5415e+06, 280295, 5.92534e+06
-1.53841e+06, 336780, 5.92239e+06
-1.53476e+06, 393141, 5.91888e+06
-1.53055e+06, 449358, 5.91484e+06
-1.52577e+06, 505410, 5.91025e+06
-1.52044e+06, 561277, 5.90512e+06
-1.51455e+06, 616938, 5.89945e+06
-1.5081e+06, 672372, 5.89324e+06
-1.5011e+06, 727560, 5.88649e+06
-1.49355e+06, 782481, 5.8792e+06
-1.48545e+06, 837116, 5.8718e+06
-1.47681e+06, 891443, 5.86405e+06
-1.46763e+06, 945443, 5.85581e+06
-1.4579e+06, 999096, 5.84707e+06
-1.44764e+06, 1.05238e+06, 5.83783e+06
-1.43686e+06, 1.10528e+06, 5.8281e+06
-1.42554e+06, 1.15778e+06, 5.81788e+06
-1.4137e+06, 1.20985e+06, 5.80717e+06
-1.40134e+06, 1.26148e+06, 5.79596e+06
-1.38847e+06, 1.31264e+06, 5.78427e+06
-1.37509e+06, 1.36333e+06, 5.77221e+06
-1.36121e+06, 1.41351e+06, 5.76056e+06
-1.34683e+06, 1.46317e+06, 5.74846e+06
-1.33195e+06, 1.5123e+06, 5.73593e+06
-1.31658e+06, 1.56087e+06, 5.72295e+06
-1.30073e+06, 1.60888e+06, 5.70953e+06
-1.28441e+06, 1.65629e+06, 5.69567e+06
-1.26761e+06, 1.70309e+06, 5.68138e+06
-1.25035e+06, 1.74927e+06, 5.66753e+06
-1.23262e+06, 1.79481e+06, 5.6537e+06
-1.21445e+06, 1.83968e+06, 5.63948e+06
-1.19583e+06, 1.88389e+06, 5.62487e+06
-1.17678e+06, 1.9274e+06, 5.60988e+06
-1.15729e+06, 1.97021e+06, 5.59451e+06
-1.13737e+06, 2.01229e+06, 5.57951e+06
-1.11704e+06, 2.05364e+06, 5.56492e+06
-1.0963e+06, 2.09423e+06, 5.55e+06
-1.07516e+06, 2.13405e+06, 5.53475e+06
-1.05363e+06, 2.17309e+06, 5.51918e+06
-1.0317e+06, 2.21134e+06, 5.50334e+06
-1.0094e+06, 2.24877e+06, 5.48883e+06
-986731, 2.28538e+06, 5.47403e+06
-963697, 2.32115e+06, 5.45896e+06
-940310, 2.35607e+06, 5.44361e+06
-916579, 2.39012e+06, 5.4281e+06
-892511, 2.4233e+06, 5.41409e+06
-868116, 2.45559e+06, 5.39985e+06
-843402, 2.48698e+06, 5.38538e+06
-818379, 2.51746e+06, 5.3707e+06
-793056, 2.54701e+06, 5.35659e+06
-767442, 2.57563e+06, 5.34349e+06
-741546, 2.6033e+06, 5.33022e+06
-715379, 2.63002e+06, 5.31677e+06
-688949, 2.65578e+06, 5.30316e+06
-662267, 2.68056e+06, 5.29145e+06
-635341, 2.70436e+06, 5.27966e+06
-608183, 2.72716e+06, 5.26775e+06
-580801, 2.74897e+06, 5.2557e+06
-553207, 2.76977e+06, 5.24518e+06
-525409, 2.78955e+06, 5.23513e+06
-497419, 2.80831e+06, 5.225e+06
-469247, 2.82603e+06, 5.21478e+06
-440902, 2.84273e+06, 5.20593e+06
-412396, 2.85838e+06, 5.19786e+06
-383738, 2.87298e+06, 5.18973e+06
-354940, 2.88652e+06, 5.18155e+06
-326011, 2.89901e+06, 5.1748e+06
-296963, 2.91044e+06, 5.16889e+06
-267806, 2.9208e+06, 5.16295e+06
-238551, 2.93008e+06, 5.15699e+06
-209208, 2.93829e+06, 5.15266e+06
-179788, 2.94543e+06, 5.14905e+06
-150303, 2.95148e+06, 5.14543e+06
-120762, 2.95645e+06, 5.14181e+06
-91177.5, 2.96034e+06, 5.1401e+06
-61559.2, 2.96314e+06, 5.13889e+06
-31918.3, 2.96485e+06, 5.13768e+06
-2265.7, 2.96548e+06, 5.13646e+06
27387.7, 2.96502e+06, 5.13749e+06
57031.1, 2.96347e+06, 5.13871e+06
86653.6, 2.96084e+06, 5.13992e+06
116244, 2.95712e+06, 5.14125e+06
145792, 2.95231e+06, 5.14488e+06
175287, 2.94642e+06, 5.1485e+06
204717, 2.93945e+06, 5.1521e+06
234072, 2.93141e+06, 5.15608e+06
263342, 2.92228e+06, 5.16205e+06
292514, 2.91209e+06, 5.16799e+06
321580, 2.90083e+06, 5.1739e+06
350527, 2.8885e+06, 5.1803e+06
379346, 2.87511e+06, 5.18849e+06
408026, 2.86067e+06, 5.19662e+06
436556, 2.84519e+06, 5.2047e+06
464926, 2.82865e+06, 5.21321e+06
