s(m), v_par(m/s), v_perp(m/s)
0, 937769, 1.62426e+06
9377.63, 937751, 1.62438e+06
18754.9, 937700, 1.62451e+06
28131.5, 937614, 1.62463e+06
37507.1, 937494, 1.62475e+06
46881.3, 937339, 1.62487e+06
56253.7, 937150, 1.62499e+06
65624.1, 936926, 1.62511e+06
74992.1, 936668, 1.62523e+06
84357.4, 936376, 1.62536e+06
93719.6, 936049, 1.62548e+06
103078, 935688, 1.6256e+06
112433, 935293, 1.62572e+06
121784, 934864, 1.62602e+06
131130, 934400, 1.62639e+06
140472, 933902, 1.62675e+06
149808, 933369, 1.62711e+06
159139, 932803, 1.62747e+06
168464, 932202, 1.62783e+06
177783, 931567, 1.62819e+06
187095, 930898, 1.62856e+06
196401, 930195, 1.62892e+06
205699, 929457, 1.62928e+06
214990, 928686, 1.62964e+06
224273, 927880, 1.63e+06
233547, 927041, 1.63046e+06
242814, 926167, 1.63106e+06
252071, 925259, 1.63166e+06
261319, 924318, 1.63225e+06
270557, 923342, 1.63285e+06
279785, 922333, 1.63344e+06
289003, 921290, 1.63404e+06
298211, 920213, 1.63463e+06
307408, 919102, 1.63522e+06
316593, 917958, 1.63581e+06
325767, 916780, 1.6364e+06
334928, 915568, 1.63699e+06
344078, 914323, 1.63758e+06
353215, 913044, 1.6384e+06
362339, 911732, 1.63922e+06
371449, 910386, 1.64003e+06
380546, 909007, 1.64085e+06
389629, 907595, 1.64167e+06
398698, 906149, 1.64248e+06
407752, 904670, 1.64329e+06
416791, 903158, 1.6441e+06
425815, 901613, 1.64491e+06
434824, 900034, 1.64572e+06
443816, 898423, 1.64652e+06
452792, 896779, 1.64732e+06
461751, 895101, 1.6482e+06
470694, 893391, 1.64922e+06
479619, 891649, 1.65025e+06
488527, 889873, 1.65127e+06
497416, 888065, 1.65229e+06
506288, 886224, 1.6533e+06
515141, 884351, 1.65432e+06
523975, 882445, 1.65533e+06
532790, 880507, 1.65634e+06
541585, 878537, 1.65734e+06
550360, 876534, 1.65835e+06
559115, 874500, 1.65934e+06
567850, 872433, 1.66034e+06
576564, 870334, 1.66141e+06
585257, 868204, 1.66262e+06
593928, 866041, 1.66383e+06
602577, 863847, 1.66503e+06
611205, 861621, 1.66623e+06
619810, 859363, 1.66742e+06
628392, 857074, 1.66861e+06
636951, 854754, 1.6698e+06
645487, 852402, 1.67098e+06
653999, 850018, 1.67216e+06
662487, 847604, 1.67334e+06
670951, 845159, 1.67451e+06
679390, 842682, 1.67567e+06
687805, 840175, 1.67683e+06
696194, 837637, 1.67819e+06
704557, 835068, 1.67955e+06
712895, 832468, 1.68091e+06
721206, 829838, 1.68226e+06
729492, 827178, 1.68361e+06
737750, 824487, 1.68495e+06
745981, 821766, 1.68628e+06
754185, 819015, 1.68761e+06
762361, 816234, 1.68894e+06
770510, 813423, 1.69026e+06
778630, 810582, 1.69157e+06
786721, 807711, 1.69288e+06
794784, 804810, 1.69418e+06
802817, 801881, 1.69548e+06
810821, 798921, 1.69696e+06
818796, 795933, 1.69844e+06
826740, 792915, 1.69992e+06
834654, 789868, 1.70139e+06
842537, 786792, 1.70285e+06
850390, 783687, 1.7043e+06
858211, 780554, 1.70575e+06
866001, 777392, 1.70719e+06
873759, 774201, 1.70862e+06
