s(m), v_par(m/s), v_perp(m/s)
0, 5.13637e+06, 2.96548e+06
51362.7, 5.13606e+06, 2.9667e+06
102719, 5.13511e+06, 2.96791e+06
154063, 5.13354e+06, 2.97098e+06
205388, 5.13135e+06, 2.97462e+06
256688, 5.12852e+06, 2.97953e+06
307956, 5.12507e+06, 2.98555e+06
359187, 5.12099e+06, 2.99227e+06
410374, 5.11629e+06, 3.00065e+06
461511, 5.11096e+06, 3.00913e+06
512591, 5.105e+06, 3.01983e+06
563609, 5.09842e+06, 3.03047e+06
614557, 5.09122e+06, 3.04295e+06
665431, 5.0834e+06, 3.05582e+06
716223, 5.07495e+06, 3.06989e+06
766928, 5.06588e+06, 3.08491e+06
817539, 5.0562e+06, 3.10049e+06
868050, 5.04589e+06, 3.11758e+06
918455, 5.03497e+06, 3.13457e+06
968747, 5.02344e+06, 3.15364e+06
1.01892e+06, 5.01129e+06, 3.17256e+06
1.06897e+06, 4.99852e+06, 3.19291e+06
1.11889e+06, 4.98515e+06, 3.21367e+06
1.16867e+06, 4.97116e+06, 3.23518e+06
1.21831e+06, 4.95657e+06, 3.2577e+06
1.2678e+06, 4.94137e+06, 3.28024e+06
1.31714e+06, 4.92557e+06, 3.30442e+06
1.36631e+06, 4.90917e+06, 3.32833e+06
1.41532e+06, 4.89216e+06, 3.35362e+06
1.46415e+06, 4.87456e+06, 3.37905e+06
1.51281e+06, 4.85636e+06, 3.40508e+06
1.56128e+06, 4.83757e+06, 3.43193e+06
1.60956e+06, 4.81819e+06, 3.4586e+06
1.65764e+06, 4.79821e+06, 3.48677e+06
1.70552e+06, 4.77765e+06, 3.51458e+06
1.75319e+06, 4.75651e+06, 3.54334e+06
1.80065e+06, 4.73479e+06, 3.57234e+06
1.84788e+06, 4.71248e+06, 3.60145e+06
1.89489e+06, 4.6896e+06, 3.63154e+06
1.94167e+06, 4.66615e+06, 3.66123e+06
1.98822e+06, 4.64212e+06, 3.69197e+06
2.03451e+06, 4.61753e+06, 3.72263e+06
2.08056e+06, 4.59238e+06, 3.75345e+06
2.12636e+06, 4.56666e+06, 3.78497e+06
