s(m), v_par(m/s), v_perp(m/s)
0, 1.62426e+06, 937769
16242.6, 1.62425e+06, 937890
32485, 1.62422e+06, 938012
48727, 1.62417e+06, 938133
64968.4, 1.6241e+06, 938254
81209, 1.62401e+06, 938376
97448.6, 1.62391e+06, 938497
113687, 1.62378e+06, 938619
129924, 1.62363e+06, 938967
146160, 1.62346e+06, 939331
162393, 1.62327e+06, 939694
178625, 1.62306e+06, 940058
194854, 1.62283e+06, 940421
211081, 1.62259e+06, 940784
227306, 1.62232e+06, 941147
243528, 1.62203e+06, 941719
259747, 1.62172e+06, 942322
275962, 1.62139e+06, 942926
292174, 1.62105e+06, 943528
308383, 1.62068e+06, 944131
324588, 1.62029e+06, 944732
340789, 1.61989e+06, 945334
356986, 1.61946e+06, 946124
373178, 1.61901e+06, 946964
389366, 1.61855e+06, 947803
405549, 1.61806e+06, 948640
421727, 1.61756e+06, 949477
437900, 1.61703e+06, 950313
454067, 1.61648e+06, 951148
470229, 1.61592e+06, 952149
486386, 1.61533e+06, 953219
502536, 1.61473e+06, 954288
518680, 1.61411e+06, 955355
534818, 1.61346e+06, 956421
550949, 1.6128e+06, 957485
567074, 1.61211e+06, 958547
583192, 1.61141e+06, 959748
599302, 1.61069e+06, 961042
615405, 1.60995e+06, 962334
631501, 1.60918e+06, 963623
647589, 1.6084e+06, 964910
663669, 1.6076e+06, 966195
679741, 1.60678e+06, 967478
695805, 1.60594e+06, 968865
711860, 1.60508e+06, 970375
727906, 1.6042e+06, 971881
743944, 1.6033e+06, 973385
759972, 1.60238e+06, 974885
775991, 1.60144e+06, 976382
792001, 1.60048e+06, 977876
808001, 1.5995e+06, 979436
823991, 1.59851e+06, 981152
839971, 1.59749e+06, 982864
855940, 1.59645e+06, 984572
871900, 1.5954e+06, 986276
887848, 1.59432e+06, 987976
903786, 1.59322e+06, 989671
919713, 1.59211e+06, 991389
935628, 1.59098e+06, 993302
951532, 1.58982e+06, 995209
967424, 1.58865e+06, 997111
983305, 1.58746e+06, 999008
999174, 1.58624e+06, 1.0009e+06
1.01503e+06, 1.58501e+06, 1.00279e+06
1.03087e+06, 1.58376e+06, 1.00467e+06
